"persid","hhid","age_band","age_group","age_group_2","sex","work_status","work_full","study_full","occupation_cat","industry_cat","TRAVYEAR","REGION","SA1_CODE_2021","participant_wt","ses"
"83136/1003",83136,"25-29 years",7,27,"male","employed","No",NA,"Labourers","Construction",2020,"Greater Brisbane","31304137319",964.048278808594,"6"
"83137/1000",83137,"45-49 years",11,47,"male","employed","Yes",NA,"Managers","Other Services",2020,"Greater Brisbane","31304137319",301.603668212891,"6"
"83137/1001",83137,"45-49 years",11,47,"female","employed","No",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane","31304137319",294.0693359375,"6"
"83138/1000",83138,"40-44 years",10,42,"female","employed","No",NA,"Community and Personal Service Workers","Other Services",2020,"Greater Brisbane","31304137319",594.987426757812,"6"
"83138/1001",83138,"35-39 years",9,37,"male","employed","Yes",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2020,"Greater Brisbane","31304137319",448.437194824219,"6"
"83138/1002",83138,"60-64 years",14,62,"female","employed","Yes",NA,"Labourers","Manufacturing",2020,"Greater Brisbane","31304137319",441.478698730469,"6"
"83138/1003",83138,"20-24 years",6,22,"male","employed","Yes",NA,"Technicians and Trades Worker","Manufacturing",2020,"Greater Brisbane","31304137319",1041.95043945312,"6"
"83139/1000",83139,"50-54 years",12,52,"male","employed","Yes",NA,"Machinery Operators and Drivers","Other Services",2020,"Greater Brisbane","31304137319",520.20947265625,"6"
"83139/1001",83139,"55-59 years",13,57,"female","employed","Yes",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane","31304137319",504.474334716797,"6"
"83139/1002",83139,"20-24 years",6,22,"female","employed","No","Part time","Sales Workers","Retail Trade",2020,"Greater Brisbane","31304137319",869.577453613281,"6"
"83139/1003",83139,"20-24 years",6,22,"female","employed","No",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane","31304137319",869.577453613281,"6"
"83140/1000",83140,"30-34 years",8,32,"male","employed","No",NA,"Managers","Other Services",2020,"Greater Brisbane","30202102821",1001.68023681641,"4"
"83140/1001",83140,"30-34 years",8,32,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30202102821",808.138244628906,"4"
"83142/1000",83142,"55-59 years",13,57,"male","employed","Yes",NA,"Labourers","Manufacturing",2020,"Greater Brisbane","30202102821",534.472412109375,"4"
"83144/1000",83144,"35-39 years",9,37,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30202102821",563.662841796875,"4"
"83144/1001",83144,"30-34 years",8,32,"male","employed","Yes",NA,"Technicians and Trades Worker","Manufacturing",2020,"Greater Brisbane","30202102821",890.036010742188,"4"
"83145/1000",83145,"25-29 years",7,27,"female","employed","Yes",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane","30202102821",1102.109375,"4"
"83145/1002",83145,"35-39 years",9,37,"female","employed","No",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane","30202102821",563.662841796875,"4"
"83145/1003",83145,"30-34 years",8,32,"female","employed","No",NA,"Community and Personal Service Workers","Accommodation and Food Services",2020,"Greater Brisbane","30202102821",718.065612792969,"4"
"83152/1000",83152,"25-29 years",7,27,"female","unemployed","No","Part time","Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30202102821",1240.35559082031,"4"
"83158/1000",83158,"30-34 years",8,32,"female","unemployed","No","Full time","Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30202102821",808.138244628906,"4"
"83158/1001",83158,"35-39 years",9,37,"male","employed","No",NA,"Labourers","Other Services",2020,"Greater Brisbane","30202102821",754.537231445312,"4"
"83160/1000",83160,"35-39 years",9,37,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2020,"Greater Brisbane","30202102821",754.537231445312,"4"
"83160/1001",83160,"30-34 years",8,32,"female","employed","Yes",NA,"Technicians and Trades Worker","Health Care and Social Assistance",2020,"Greater Brisbane","30202102821",808.138244628906,"4"
"83163/1000",83163,"70-74 years",16,72,"male","employed","No",NA,"Professional","Professional, Scientific and Technical Services",2020,"Greater Brisbane","30202102821",398.526031494141,"4"
"83165/1000",83165,"50-54 years",12,52,"male","employed","Yes",NA,"Managers","Transport, Postal and Warehousing",2020,"Greater Brisbane","30202102821",452.846740722656,"4"
"83165/1001",83165,"50-54 years",12,52,"female","employed","Yes",NA,"Professional","Information Media and Telecommunications",2020,"Greater Brisbane","30202102821",449.832550048828,"4"
"83166/1000",83166,"45-49 years",11,47,"male","employed","Yes",NA,"Professional","Professional, Scientific and Technical Services",2020,"Greater Brisbane","30202102821",490.858123779297,"4"
"83166/1001",83166,"35-39 years",9,37,"female","unemployed","No","Part time","Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30202102821",563.662841796875,"4"
"83169/1000",83169,"35-39 years",9,37,"male","employed","No",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2020,"Greater Brisbane","30202102821",621.857666015625,"4"
"83169/1001",83169,"35-39 years",9,37,"female","employed","Yes",NA,"Managers","Retail Trade",2020,"Greater Brisbane","30202102821",522.818908691406,"4"
"83170/1000",83170,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30303106020",380.566589355469,"6"
"83171/1000",83171,"40-44 years",10,42,"female","employed","Yes",NA,"Professional","Education and Training",2020,"Greater Brisbane","30303106020",647.70849609375,"6"
"83171/1001",83171,"15-19 years",5,17,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30303106020",514.0546875,"6"
"83171/1002",83171,"20-24 years",6,22,"male","unemployed","No","Full time","Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30303106020",1088.4951171875,"6"
"83172/1000",83172,"25-29 years",7,27,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2020,"Greater Brisbane","30303106020",1189.41027832031,"6"
"83172/1001",83172,"25-29 years",7,27,"male","employed","Yes",NA,"Managers","Accommodation and Food Services",2020,"Greater Brisbane","30303106020",1189.41027832031,"6"
"83172/1002",83172,"25-29 years",7,27,"male","employed","Yes",NA,"Labourers","Accommodation and Food Services",2020,"Greater Brisbane","30303106020",1189.41027832031,"6"
"83175/1000",83175,"70-74 years",16,72,"male","employed","No",NA,"Technicians and Trades Worker","Agriculture, Forestry and Fishing",2020,"Greater Brisbane","30303106020",398.526031494141,"6"
"83176/1000",83176,"20-24 years",6,22,"male","employed","Yes",NA,"Clerical and Administrative Worker","Health Care and Social Assistance",2020,"Greater Brisbane","30303106020",1088.4951171875,"6"
"83176/1001",83176,"20-24 years",6,22,"male","employed","Yes",NA,"Clerical and Administrative Worker","Health Care and Social Assistance",2020,"Greater Brisbane","30303106020",1088.4951171875,"6"
"83176/1002",83176,"20-24 years",6,22,"male","employed","Yes",NA,"Professional","Construction",2020,"Greater Brisbane","30303106020",1088.4951171875,"6"
"83178/1000",83178,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30303106020",398.526031494141,"6"
"83179/1000",83179,"50-54 years",12,52,"male","employed","Yes",NA,"Technicians and Trades Worker","Mining",2020,"Greater Brisbane","30303106020",704.881958007812,"6"
"83179/1001",83179,"30-34 years",8,32,"female","employed","Yes",NA,"Labourers","Manufacturing",2020,"Greater Brisbane","30303106020",1036.71923828125,"6"
"83179/1002",83179,"50-54 years",12,52,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30303106020",700.190185546875,"6"
"83179/1003",83179,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30303106020",782.303466796875,"6"
"83184/1000",83184,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30303106020",369.859771728516,"6"
"83184/1001",83184,"60-64 years",14,62,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30303106020",495.007934570312,"6"
"83184/1002",83184,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30303106020",609.817321777344,"6"
"83185/1000",83185,"40-44 years",10,42,"female","employed","No",NA,"Technicians and Trades Worker","Health Care and Social Assistance",2020,"Greater Brisbane","30303106020",533.81396484375,"6"
"83185/1001",83185,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30303106020",351.451293945312,"6"
"83187/1000",83187,"20-24 years",6,22,"female","employed","No","Full time","Sales Workers","Retail Trade",2020,"Greater Brisbane","30303106020",856.685302734375,"6"
"83187/1001",83187,"55-59 years",13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30303106020",504.977630615234,"6"
"83187/1002",83187,"55-59 years",13,57,"male","employed","Yes",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane","30303106020",532.142456054688,"6"
"83187/1003",83187,"25-29 years",7,27,"male","employed","Yes",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane","30303106020",1056.84216308594,"6"
"83188/1000",83188,"90-94 years",19,92,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30303106020",496.336608886719,"6"
"83188/1001",83188,"90-94 years",19,92,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30303106020",364.267669677734,"6"
"83189/1000",83189,"60-64 years",14,62,"male","employed","No",NA,"Labourers","Other Services",2020,"Greater Brisbane","30303106020",441.761657714844,"6"
"83190/1000",83190,"50-54 years",12,52,"female","employed","No",NA,"Labourers","Other Services",2020,"Greater Brisbane","30303106020",484.974609375,"6"
"83190/1001",83190,"60-64 years",14,62,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30303106020",439.835845947266,"6"
"83190/1002",83190,"20-24 years",6,22,"male","employed","No",NA,"Labourers","Other Services",2020,"Greater Brisbane","30303106020",967.1748046875,"6"
"83190/1003",83190,"15-19 years",5,17,"male","unemployed","No","Full time","Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30303106020",541.848937988281,"6"
"83191/1000",83191,"55-59 years",13,57,"female","employed","Yes",NA,"Managers","Accommodation and Food Services",2020,"Greater Brisbane","30303106020",468.386108398438,"6"
"83191/1001",83191,"55-59 years",13,57,"male","employed","Yes",NA,"Managers","Accommodation and Food Services",2020,"Greater Brisbane","30303106020",493.582550048828,"6"
"83195/1000",83195,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30303106020",369.859771728516,"6"
"83195/1001",83195,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30303106020",446.56103515625,"6"
"83195/1002",83195,"40-44 years",10,42,"male","employed","No","Part time","Clerical and Administrative Worker","Public Administration and Safety",2020,"Greater Brisbane","30303106020",623.637145996094,"6"
"83198/1000",83198,"65-69 years",15,67,"male","employed","Yes",NA,"Clerical and Administrative Worker","Public Administration and Safety",2020,"Greater Brisbane","30303106020",351.451293945312,"6"
"83198/1001",83198,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30303106020",304.822784423828,"6"
"83199/1000",83199,"45-49 years",11,47,"female","employed","Yes",NA,"Clerical and Administrative Worker","Professional, Scientific and Technical Services",2020,"Greater Brisbane","30303106020",848.014831542969,"6"
"83199/1001",83199,"45-49 years",11,47,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2020,"Greater Brisbane","30303106020",708.6845703125,"6"
"83199/1002",83199,"20-24 years",6,22,"male","employed","No",NA,"Community and Personal Service Workers","Accommodation and Food Services",2020,"Greater Brisbane","30303106020",1396.37475585938,"6"
"83199/1003",83199,"15-19 years",5,17,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30303106020",659.454467773438,"6"
"83201/1000",83201,"45-49 years",11,47,"male","employed","Yes",NA,"Managers","Construction",2020,"Greater Brisbane","31102131018",127.12606048584,"6"
"83201/1001",83201,"45-49 years",11,47,"female","employed","Yes",NA,"Community and Personal Service Workers","Arts and Recreation Services",2020,"Greater Brisbane","31102131018",173.53498840332,"6"
"83203/1000",83203,"20-24 years",6,22,"female","employed","Yes",NA,"Clerical and Administrative Worker","Electricity, Gas, Water and Waste Services",2020,"Greater Brisbane","31102131015",143.811325073242,"6"
"83203/1001",83203,"25-29 years",7,27,"male","employed","Yes",NA,"Technicians and Trades Worker","Transport, Postal and Warehousing",2020,"Greater Brisbane","31102131015",213.285980224609,"6"
"83205/1000",83205,"80-84 years",18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31102131018",85.9947814941406,"6"
"83205/1001",83205,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31102131018",102.54719543457,"6"
"83207/1000",83207,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31102131018",148.091735839844,"6"
"83207/1001",83207,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31102131018",121.247848510742,"6"
"83209/1000",83209,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31102131018",129.623992919922,"6"
"83209/1001",83209,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31102131018",123.979629516602,"6"
"83214/1000",83214,"45-49 years",11,47,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31102131015",303.152160644531,"6"
"83214/1001",83214,"50-54 years",12,52,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31102131015",205.661956787109,"6"
"83214/1002",83214,"20-24 years",6,22,"female","unemployed","No","Full time","Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31102131015",251.227233886719,"6"
"83215/1000",83215,"45-49 years",11,47,"female","employed","Yes",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane","31102131015",253.594482421875,"6"
"83216/1000",83216,"30-34 years",8,32,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31102131015",190.952270507812,"6"
"83216/1001",83216,"30-34 years",8,32,"male","employed","Yes",NA,"Labourers","Construction",2020,"Greater Brisbane","31102131015",139.366546630859,"6"
"83223/1000",83223,"40-44 years",10,42,"female","employed","No",NA,"Labourers","Manufacturing",2020,"Greater Brisbane","31102131015",315.374176025391,"6"
