"persid","hhid","age_band","age_group","age_group_2","sex","work_status","work_full","study_full","occupation_cat","industry_cat","TRAVYEAR","REGION","SA1_CODE_2021","participant_wt","ses"
"86502/1000",86502,"60-64 years",14,62,"male","employed","Yes",NA,"Sales Workers","Rental, Hiring and Real Estate Services",2020,"Greater Brisbane","31401138339",143.074340820312,"8"
"86502/1001",86502,"50-54 years",12,52,"female","employed","No",NA,"Labourers","Other Services",2020,"Greater Brisbane","31401138339",193.905059814453,"8"
"86504/1000",86504,"25-29 years",7,27,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2020,"Greater Brisbane","31401138339",442.651611328125,"8"
"86504/1001",86504,"25-29 years",7,27,"female","employed","Yes",NA,"Community and Personal Service Workers","Retail Trade",2020,"Greater Brisbane","31401138339",358.802307128906,"8"
"86506/1000",86506,"35-39 years",9,37,"male","employed","Yes",NA,"Clerical and Administrative Worker","Health Care and Social Assistance",2020,"Greater Brisbane","31401138339",347.083160400391,"8"
"86506/1001",86506,"35-39 years",9,37,"female","employed","Yes",NA,"Clerical and Administrative Worker","Financial and Insurance Services",2020,"Greater Brisbane","31401138339",320.457489013672,"8"
"86507/1000",86507,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31401138339",152.162673950195,"8"
"86507/1001",86507,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31401138339",158.535507202148,"8"
"86508/1000",86508,"55-59 years",13,57,"female","employed","Yes",NA,"Community and Personal Service Workers","Administrative and Support Services",2020,"Greater Brisbane","31401138339",179.280990600586,"8"
"86508/1001",86508,"55-59 years",13,57,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2020,"Greater Brisbane","31401138339",261.203918457031,"8"
"86509/1000",86509,"55-59 years",13,57,"male","employed","Yes",NA,"Professional","Education and Training",2020,"Greater Brisbane","31401138339",333.321807861328,"8"
"86513/1000",86513,"60-64 years",14,62,"female","employed","No",NA,"Clerical and Administrative Worker","Health Care and Social Assistance",2020,"Greater Brisbane","31401138339",156.893493652344,"8"
"86513/1001",86513,"55-59 years",13,57,"male","employed","Yes",NA,"Clerical and Administrative Worker","Transport, Postal and Warehousing",2020,"Greater Brisbane","31401138339",261.203918457031,"8"
"86514/1000",86514,"55-59 years",13,57,"female","employed","No",NA,"Clerical and Administrative Worker","Manufacturing",2020,"Greater Brisbane","31401138339",179.280990600586,"8"
"86514/1001",86514,"15-19 years",5,17,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31401138339",194.715454101562,"8"
"86515/1000",86515,"50-54 years",12,52,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2020,"Greater Brisbane","31401138339",184.872970581055,"8"
"86515/1001",86515,"50-54 years",12,52,"female","employed","No",NA,"Sales Workers","Other Services",2020,"Greater Brisbane","31401138339",193.905059814453,"8"
"86516/1000",86516,"35-39 years",9,37,"female","employed","Yes","Part time","Community and Personal Service Workers","Education and Training",2020,"Greater Brisbane","31401138339",147.140991210938,"8"
"86516/1001",86516,"35-39 years",9,37,"male","employed","Yes",NA,"Community and Personal Service Workers","Other Services",2020,"Greater Brisbane","31401138339",159.366409301758,"8"
"86517/1000",86517,"35-39 years",9,37,"male","employed","Yes",NA,"Managers","Transport, Postal and Warehousing",2020,"Greater Brisbane","31401138339",253.730651855469,"8"
"86517/1001",86517,"30-34 years",8,32,"female","employed","No",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane","31401138339",395.394561767578,"8"
"86519/1000",86519,"50-54 years",12,52,"male","employed","Yes",NA,"Machinery Operators and Drivers","Retail Trade",2020,"Greater Brisbane","31401138339",184.872970581055,"8"
"86519/1001",86519,"50-54 years",12,52,"female","employed","No",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane","31401138339",193.905059814453,"8"
"86520/1000",86520,"50-54 years",12,52,"male","employed","Yes",NA,"Clerical and Administrative Worker","Manufacturing",2020,"Greater Brisbane","31401138339",235.916015625,"8"
"86521/1000",86521,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31401138339",146.185394287109,"8"
"86521/1001",86521,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31401138339",181.604446411133,"8"
"86523/1000",86523,"55-59 years",13,57,"male","employed","Yes",NA,"Professional","Other Services",2020,"Greater Brisbane","31401138339",415.868316650391,"8"
"86523/1001",86523,"55-59 years",13,57,"female","employed","Yes",NA,"Professional","Other Services",2020,"Greater Brisbane","31401138339",285.437072753906,"8"
"86523/1002",86523,"15-19 years",5,17,"female","employed","No",NA,"Sales Workers","Rental, Hiring and Real Estate Services",2020,"Greater Brisbane","31401138339",310.010620117188,"8"
"86524/1000",86524,"60-64 years",14,62,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2020,"Greater Brisbane","31401138339",143.074340820312,"8"
"86524/1001",86524,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31401138339",158.535507202148,"8"
"86525/1000",86525,"35-39 years",9,37,"female","employed","Yes",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane","31401138339",147.140991210938,"8"
"86525/1001",86525,"35-39 years",9,37,"male","employed","Yes",NA,"Labourers","Construction",2020,"Greater Brisbane","31401138339",159.366409301758,"8"
"86526/1000",86526,"80-84 years",18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31401138339",213.465911865234,"8"
"86526/1001",86526,"80-84 years",18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31401138339",190.173706054688,"8"
"86527/1000",86527,"30-34 years",8,32,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31401138339",248.344512939453,"8"
"86527/1001",86527,"30-34 years",8,32,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2020,"Greater Brisbane","31401138339",286.1357421875,"8"
"86528/1001",86528,"65-69 years",15,67,"male","employed","No",NA,"Managers","Wholesale Trade",2020,"Greater Brisbane","31401138339",151.590209960938,"8"
"86528/1002",86528,"65-69 years",15,67,"female","employed","No",NA,"Managers","Wholesale Trade",2020,"Greater Brisbane","31401138339",158.535507202148,"8"
"86529/1000",86529,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31401138339",158.535507202148,"8"
"86529/1001",86529,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31401138339",152.162673950195,"8"
"86530/1000",86530,"60-64 years",14,62,"male","employed","No",NA,"Managers","Wholesale Trade",2020,"Greater Brisbane","31001127416",495.007934570312,"1"
"86530/1001",86530,"55-59 years",13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",568.320922851562,"1"
"86530/1002",86530,"35-39 years",9,37,"male","employed","Yes",NA,"Managers","Retail Trade",2020,"Greater Brisbane","31001127416",754.537231445312,"1"
"86534/1000",86534,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",319.961029052734,"1"
"86534/1001",86534,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",410.973388671875,"1"
"86535/1000",86535,"60-64 years",14,62,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",407.964630126953,"1"
"86535/1001",86535,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",437.736572265625,"1"
"86536/1000",86536,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",681.362121582031,"1"
"86536/1001",86536,"35-39 years",9,37,"male","employed","Yes",NA,"Technicians and Trades Worker","Manufacturing",2020,"Greater Brisbane","31001127416",967.957153320312,"1"
"86536/1002",86536,"40-44 years",10,42,"female","employed","Yes",NA,"Technicians and Trades Worker","Retail Trade",2020,"Greater Brisbane","31001127416",830.912109375,"1"
"86536/1005",86536,"15-19 years",5,17,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",659.454467773438,"1"
"86537/1000",86537,"30-34 years",8,32,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",721.209655761719,"1"
"86538/1000",86538,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",445.019683837891,"1"
"86539/1002",86539,"50-54 years",12,52,"male","employed","Yes",NA,"Labourers","Construction",2020,"Greater Brisbane","31001127416",488.224273681641,"1"
"86539/1003",86539,"45-49 years",11,47,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",587.36279296875,"1"
"86539/1004",86539,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",541.848937988281,"1"
"86540/1000",86540,"35-39 years",9,37,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",634.367553710938,"1"
"86540/1001",86540,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",388.227874755859,"1"
"86541/1000",86541,"30-34 years",8,32,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",1036.71923828125,"1"
"86541/1001",86541,"30-34 years",8,32,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",1036.71923828125,"1"
"86542/1000",86542,"50-54 years",12,52,"male","employed","No",NA,"Professional","Manufacturing",2020,"Greater Brisbane","31001127416",488.224273681641,"1"
"86542/1001",86542,"45-49 years",11,47,"female","employed","No",NA,"Technicians and Trades Worker","Arts and Recreation Services",2020,"Greater Brisbane","31001127416",587.36279296875,"1"
"86543/1000",86543,"30-34 years",8,32,"male","employed","Yes",NA,"Managers","Retail Trade",2020,"Greater Brisbane","31001127416",893.932983398438,"1"
"86544/1000",86544,"45-49 years",11,47,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2020,"Greater Brisbane","31001127416",490.858123779297,"1"
"86544/1001",86544,"50-54 years",12,52,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",484.974609375,"1"
"86544/1002",86544,"20-24 years",6,22,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",856.685302734375,"1"
"86544/1003",86544,"15-19 years",5,17,"male","unemployed","No","Full time","Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",541.848937988281,"1"
"86545/1000",86545,"35-39 years",9,37,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",522.818908691406,"1"
"86545/1001",86545,"15-19 years",5,17,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",423.662170410156,"1"
"86546/1000",86546,"25-29 years",7,27,"male","unemployed","No","Full time","Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",1061.46960449219,"1"
"86547/1000",86547,"30-34 years",8,32,"female","employed","No","Part time","Sales Workers","Retail Trade",2020,"Greater Brisbane","31001127416",718.065612792969,"1"
"86548/1000",86548,"90-94 years",19,92,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",394.444702148438,"1"
"86549/1000",86549,"50-54 years",12,52,"male","employed","Yes",NA,"Machinery Operators and Drivers","Manufacturing",2020,"Greater Brisbane","31001127416",488.224273681641,"1"
"86549/1001",86549,"50-54 years",12,52,"female","employed","Yes",NA,"Labourers","Manufacturing",2020,"Greater Brisbane","31001127416",484.974609375,"1"
"86549/1002",86549,"30-34 years",8,32,"female","employed","Yes",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane","31001127416",718.065612792969,"1"
"86549/1003",86549,"30-34 years",8,32,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",718.065612792969,"1"
"86550/1000",86550,"80-84 years",18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",532.242065429688,"1"
"86551/1000",86551,"80-84 years",18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",596.730224609375,"1"
"86552/1000",86552,"40-44 years",10,42,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",830.912109375,"1"
"86552/1001",86552,"35-39 years",9,37,"male","employed","Yes",NA,"Labourers","Manufacturing",2020,"Greater Brisbane","31001127416",967.957153320312,"1"
"86552/1002",86552,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",782.303466796875,"1"
"86553/1000",86553,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",531.132019042969,"1"
"86553/1001",86553,"25-29 years",7,27,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",1189.41027832031,"1"
"86553/1002",86553,"25-29 years",7,27,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",1240.35559082031,"1"
"86555/1000",86555,"45-49 years",11,47,"female","unemployed","No","Full time","Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",848.014831542969,"1"
"86555/1001",86555,"45-49 years",11,47,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2020,"Greater Brisbane","31001127416",708.6845703125,"1"
"86557/1000",86557,"85-89 years",19,87,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",394.444702148438,"1"
"86559/1000",86559,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31001127416",398.526031494141,"1"
"86561/1000",86561,"25-29 years",7,27,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31003129429",301.147644042969,"6"
"86561/1001",86561,"25-29 years",7,27,"male","employed","Yes",NA,"Professional","Other Services",2020,"Greater Brisbane","31003129429",242.281494140625,"6"
"86568/1000",86568,"25-29 years",7,27,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31003129435",283.506378173828,"6"
"86568/1001",86568,"25-29 years",7,27,"male","employed","Yes",NA,"Managers","Construction",2020,"Greater Brisbane","31003129435",228.088623046875,"6"
"86569/1000",86569,"70-74 years",16,72,"female","employed","Yes",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2020,"Greater Brisbane","31003129426",105.644348144531,"6"
"86571/1000",86571,"55-59 years",13,57,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2020,"Greater Brisbane","31003129412",159.136917114258,"6"
"86571/1001",86571,"50-54 years",12,52,"female","employed","No",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane","31003129412",146.526428222656,"6"
"86573/1000",86573,"25-29 years",7,27,"female","employed","No",NA,"Community and Personal Service Workers","Administrative and Support Services",2020,"Greater Brisbane","31003129415",301.147644042969,"6"
"86573/1001",86573,"30-34 years",8,32,"male","employed","Yes",NA,"Professional","Financial and Insurance Services",2020,"Greater Brisbane","31003129415",198.818878173828,"6"
"86574/1000",86574,"25-29 years",7,27,"male","employed","No",NA,"Professional","Education and Training",2020,"Greater Brisbane","31003129435",382.1396484375,"6"
"86574/1001",86574,"30-34 years",8,32,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31003129435",263.370697021484,"6"
"86575/1000",86575,"35-39 years",9,37,"male","employed","Yes",NA,"Technicians and Trades Worker","Electricity, Gas, Water and Waste Services",2020,"Greater Brisbane","31003129429",174.027191162109,"6"
"86575/1001",86575,"30-34 years",8,32,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31003129429",166.980453491211,"6"
"86578/1000",86578,"30-34 years",8,32,"male","employed","Yes",NA,"Sales Workers","Rental, Hiring and Real Estate Services",2020,"Greater Brisbane","31003129426",160.394088745117,"6"
"86578/1001",86578,"25-29 years",7,27,"female","unemployed","No","Full time","Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31003129426",242.946258544922,"6"
"86580/1000",86580,"30-34 years",8,32,"female","employed","Yes",NA,"Clerical and Administrative Worker","Financial and Insurance Services",2020,"Greater Brisbane","31003129426",134.708923339844,"6"
"86580/1001",86580,"30-34 years",8,32,"male","employed","Yes",NA,"Machinery Operators and Drivers","Manufacturing",2020,"Greater Brisbane","31003129426",160.394088745117,"6"
"86581/1000",86581,"40-44 years",10,42,"male","employed","Yes",NA,"Technicians and Trades Worker","Manufacturing",2020,"Greater Brisbane","31003129426",92.8286743164062,"6"
"86583/1000",86583,"35-39 years",9,37,"female","unemployed","No","Part time","Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31003129429",126.796051025391,"6"
"86584/1000",86584,"40-44 years",10,42,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2020,"Greater Brisbane","31003129426",129.676559448242,"6"
"86584/1001",86584,"35-39 years",9,37,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31003129426",134.685974121094,"6"
"86584/1002",86584,"15-19 years",5,17,"male","employed","No",NA,NA,"Accommodation and Food Services",2020,"Greater Brisbane","31003129426",203.738250732422,"6"
"86585/1000",86585,"35-39 years",9,37,"male","employed","Yes",NA,"Clerical and Administrative Worker","Transport, Postal and Warehousing",2020,"Greater Brisbane","31003129429",163.832672119141,"6"
"86585/1001",86585,"35-39 years",9,37,"female","employed","No",NA,"Labourers","Other Services",2020,"Greater Brisbane","31003129429",126.796051025391,"6"
"86586/1000",86586,"30-34 years",8,32,"male","employed","Yes",NA,"Clerical and Administrative Worker","Financial and Insurance Services",2020,"Greater Brisbane","31003129429",187.17204284668,"6"
"86586/1001",86586,"30-34 years",8,32,"female","employed","No",NA,"Clerical and Administrative Worker","Administrative and Support Services",2020,"Greater Brisbane","31003129429",157.198715209961,"6"
"86588/1000",86588,"25-29 years",7,27,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31003129426",283.506378173828,"6"
"86591/1000",86591,"50-54 years",12,52,"male","employed","Yes",NA,"Technicians and Trades Worker","Electricity, Gas, Water and Waste Services",2020,"Greater Brisbane","31104156806",172.041442871094,"8"
"86591/1001",86591,"50-54 years",12,52,"female","employed","Yes",NA,"Clerical and Administrative Worker","Administrative and Support Services",2020,"Greater Brisbane","31104156806",176.780258178711,"8"
"86591/1002",86591,"20-24 years",6,22,"female","employed","Yes",NA,"Managers","Health Care and Social Assistance",2020,"Greater Brisbane","31104156806",210.157943725586,"8"
"86595/1000",86595,"40-44 years",10,42,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31104156806",217.286178588867,"8"
"86595/1001",86595,"50-54 years",12,52,"male","employed","Yes",NA,"Technicians and Trades Worker","Transport, Postal and Warehousing",2020,"Greater Brisbane","31104156806",172.041442871094,"8"
"86599/1000",86599,"35-39 years",9,37,"male","employed","Yes",NA,"Professional","Information Media and Telecommunications",2020,"Greater Brisbane","31104156806",315.360321044922,"8"
"86599/1001",86599,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31104156806",274.936340332031,"8"
"86599/1002",86599,"35-39 years",9,37,"female","employed","Yes",NA,"Professional","Education and Training",2020,"Greater Brisbane","31104156806",298.092132568359,"8"
"86600/1000",86600,"40-44 years",10,42,"male","employed","Yes",NA,"Technicians and Trades Worker","Manufacturing",2020,"Greater Brisbane","31104156806",211.578475952148,"8"
"86600/1001",86600,"35-39 years",9,37,"female","employed","Yes",NA,"Technicians and Trades Worker","Education and Training",2020,"Greater Brisbane","31104156806",140.541229248047,"8"
"86601/1000",86601,"55-59 years",13,57,"male","employed","Yes",NA,"Managers","Information Media and Telecommunications",2020,"Greater Brisbane","31104156806",136.198272705078,"8"
"86601/1001",86601,"55-59 years",13,57,"female","employed","Yes",NA,"Clerical and Administrative Worker","Administrative and Support Services",2020,"Greater Brisbane","31104156806",124.50057220459,"8"
"86602/1000",86602,"45-49 years",11,47,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2020,"Greater Brisbane","31104156806",269.638153076172,"8"
"86602/1001",86602,"45-49 years",11,47,"female","employed","Yes",NA,"Professional","Education and Training",2020,"Greater Brisbane","31104156806",368.072875976562,"8"
"86603/1000",86603,"40-44 years",10,42,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2020,"Greater Brisbane","31104156806",309.189117431641,"8"
"86603/1001",86603,"15-19 years",5,17,"female","employed","No",NA,"Community and Personal Service Workers","Retail Trade",2020,"Greater Brisbane","31104156806",194.907958984375,"8"
"86604/1000",86604,"60-64 years",14,62,"female","employed","No",NA,"Clerical and Administrative Worker","Construction",2020,"Greater Brisbane","31104156806",166.379119873047,"8"
"86604/1001",86604,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31104156806",136.799423217773,"8"
"86607/1000",86607,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31104156806",149.856811523438,"8"
"86607/1001",86607,"50-54 years",12,52,"female","employed","Yes",NA,"Clerical and Administrative Worker","Health Care and Social Assistance",2020,"Greater Brisbane","31104156806",176.780258178711,"8"
"86608/1000",86608,"45-49 years",11,47,"male","employed","Yes",NA,"Community and Personal Service Workers","Public Administration and Safety",2020,"Greater Brisbane","31104156806",156.624847412109,"8"
"86610/1000",86610,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31104156806",152.748306274414,"8"
"86612/1000",86612,"55-59 years",13,57,"female","employed","No",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane","31104156806",124.50057220459,"8"
"86612/1001",86612,"60-64 years",14,62,"male","employed","Yes",NA,"Technicians and Trades Worker","Health Care and Social Assistance",2020,"Greater Brisbane","31104156806",144.323944091797,"8"
"86613/1000",86613,"45-49 years",11,47,"male","employed","Yes",NA,"Community and Personal Service Workers","Public Administration and Safety",2020,"Greater Brisbane","31104156806",185.775009155273,"8"
"86613/1001",86613,"80-84 years",18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31104156806",125.668037414551,"8"
"86613/1002",86613,"45-49 years",11,47,"female","employed","Yes",NA,"Community and Personal Service Workers","Public Administration and Safety",2020,"Greater Brisbane","31104156806",253.594482421875,"8"
"86619/1000",86619,"50-54 years",12,52,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31104156806",120.97093963623,"8"
"86619/1001",86619,"55-59 years",13,57,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31104156806",136.198272705078,"8"
"86620/1000",86620,"30-34 years",8,32,"female","employed","Yes","Part time","Technicians and Trades Worker","Transport, Postal and Warehousing",2020,"Greater Brisbane","30101100319",72.7955856323242,"4"
"86620/1001",86620,"25-29 years",7,27,"male","employed","Yes",NA,"Technicians and Trades Worker","Manufacturing",2020,"Greater Brisbane","30101100319",80.8674468994141,"4"
"86623/1000",86623,"55-59 years",13,57,"female","employed","Yes",NA,"Clerical and Administrative Worker","Financial and Insurance Services",2020,"Greater Brisbane","30101100319",120.31526184082,"4"
"86629/1000",86629,"25-29 years",7,27,"female","employed","No","Part time","Sales Workers","Retail Trade",2020,"Greater Brisbane","30101100319",90.3303756713867,"4"
"86629/1001",86629,"20-24 years",6,22,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2020,"Greater Brisbane","30101100319",117.237274169922,"4"
"86630/1000",86630,"80-84 years",18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30101100319",111.738418579102,"4"
"86630/1001",86630,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30101100319",86.0002593994141,"4"
"86633/1000",86633,"35-39 years",9,37,"male","employed","Yes",NA,"Managers","Construction",2020,"Greater Brisbane","30101100319",66.6014175415039,"4"
"86633/1001",86633,"30-34 years",8,32,"female","employed","Yes",NA,"Professional","Education and Training",2020,"Greater Brisbane","30101100319",72.7955856323242,"4"
"86637/1000",86637,"30-34 years",8,32,"female","employed","Yes",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2020,"Greater Brisbane","30101100319",72.7955856323242,"4"
"86642/1000",86642,"35-39 years",9,37,"female","employed","No","Part time","Technicians and Trades Worker","Mining",2020,"Greater Brisbane","30101100319",69.9950256347656,"4"
"86642/1001",86642,"35-39 years",9,37,"male","employed","Yes",NA,"Labourers","Transport, Postal and Warehousing",2020,"Greater Brisbane","30101100319",66.6014175415039,"4"
"86645/1000",86645,"55-59 years",13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30101100319",138.399810791016,"4"
"86645/1001",86645,"60-64 years",14,62,"male","employed","Yes",NA,"Managers","Retail Trade",2020,"Greater Brisbane","30101100319",136.299453735352,"4"
"86645/1002",86645,"80-84 years",18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30101100319",116.064895629883,"4"
"86645/1003",86645,"85-89 years",19,87,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30101100319",64.0561752319336,"4"
"86648/1000",86648,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30101100319",117.231155395508,"4"
"86648/1001",86648,"45-49 years",11,47,"male","employed","No","Part time","Technicians and Trades Worker","Construction",2020,"Greater Brisbane","30101100319",131.999420166016,"4"
"86648/1002",86648,"45-49 years",11,47,"female","employed","Yes","Part time","Professional","Health Care and Social Assistance",2020,"Greater Brisbane","30101100319",128.661026000977,"4"
"86741/1000",86741,"30-34 years",8,32,"female","employed","Yes",NA,"Professional","Education and Training",2020,"Greater Brisbane","31401138607",248.344512939453,"10"
"86741/1001",86741,"30-34 years",8,32,"female","employed","Yes",NA,"Professional","Education and Training",2020,"Greater Brisbane","31401138607",248.344512939453,"10"
"86742/1000",86742,"40-44 years",10,42,"male","employed","No","Full time","Managers","Construction",2020,"Greater Brisbane","31401138607",177.851913452148,"10"
"86742/1001",86742,"40-44 years",10,42,"female","employed","Yes",NA,"Professional","Education and Training",2020,"Greater Brisbane","31401138607",211.447692871094,"10"
"86743/1000",86743,"50-54 years",12,52,"female","employed","Yes",NA,"Clerical and Administrative Worker","Health Care and Social Assistance",2020,"Greater Brisbane","31401138607",247.441833496094,"10"
"86745/1000",86745,"60-64 years",14,62,"female","employed","Yes",NA,"Clerical and Administrative Worker","Administrative and Support Services",2020,"Greater Brisbane","31401138607",200.211456298828,"10"
"86748/1000",86748,"35-39 years",9,37,"female","employed","Yes",NA,"Clerical and Administrative Worker","Health Care and Social Assistance",2020,"Greater Brisbane","31401138607",234.266296386719,"10"
"86748/1001",86748,"40-44 years",10,42,"male","employed","No",NA,"Professional","Education and Training",2020,"Greater Brisbane","31401138607",283.161804199219,"10"
