persid,cluster_id,household_id,participant_id,age_band,sex,year,trip_id,trip_purpose,participant_wt,trips_wt,trip_mode,trip_duration,trip_distance,day_type,trip_id_2,age_group,dist_cat
95487/1000,NA,95487,4474,35-39 years,male,20,15703,Work,673.374267578125,673.374267578125,pedestrian,14,1.15,weekday,2,20 to 39,1-2km
95492/1000,NA,95492,4475,20-24 years,female,20,15704,Work,860.436279296875,860.436279296875,car,19,3.59,weekday,1,20 to 39,3-5km
95492/1000,NA,95492,4475,20-24 years,female,20,15705,Work,860.436279296875,860.436279296875,car,20,3.85,weekday,2,20 to 39,3-5km
95506/1000,NA,95506,4476,55-59 years,male,20,15706,Other,598.893310546875,598.893310546875,car,10,2.29,weekday,1,40 to 64,3-5km
95506/1000,NA,95506,4476,55-59 years,male,20,15707,Other,598.893310546875,598.893310546875,car,10,2.79,weekday,2,40 to 64,3-5km
95506/1000,NA,95506,4476,55-59 years,male,20,15708,Work,598.893310546875,598.893310546875,pedestrian,15,0.53,weekday,3,40 to 64,<1km
95506/1000,NA,95506,4476,55-59 years,male,20,15709,Work,598.893310546875,598.893310546875,pedestrian,15,0.53,weekday,4,40 to 64,<1km
95506/1000,NA,95506,4476,55-59 years,male,20,15710,Leisure,598.893310546875,598.893310546875,pedestrian,45,2.57,weekday,5,40 to 64,3-5km
95506/1000,NA,95506,4476,55-59 years,male,20,15711,Leisure,598.893310546875,598.893310546875,pedestrian,45,2.57,weekday,6,40 to 64,3-5km
95506/1001,NA,95506,4477,50-54 years,female,20,15712,Work,545.808776855469,545.808776855469,car,10,2.29,weekday,1,40 to 64,3-5km
95506/1001,NA,95506,4477,50-54 years,female,20,15713,Work,545.808776855469,545.808776855469,car,15,2.81,weekday,2,40 to 64,3-5km
95506/1001,NA,95506,4477,50-54 years,female,20,15714,Leisure,545.808776855469,545.808776855469,pedestrian,45,2.57,weekday,3,40 to 64,3-5km
95506/1001,NA,95506,4477,50-54 years,female,20,15715,Leisure,545.808776855469,545.808776855469,pedestrian,45,2.57,weekday,4,40 to 64,3-5km
95506/1002,NA,95506,4478,15-19 years,male,20,15716,Education,609.817321777344,609.817321777344,pedestrian,30,1.87,weekday,1,15 to 19,1-2km
95506/1002,NA,95506,4478,15-19 years,male,20,15717,Education,609.817321777344,609.817321777344,pedestrian,60,1.87,weekday,2,15 to 19,1-2km
95508/1000,NA,95508,4479,50-54 years,male,20,15718,Work,452.846740722656,452.846740722656,car,30,18.74,weekday,1,40 to 64,>10km
95508/1000,NA,95508,4479,50-54 years,male,20,15719,Work,452.846740722656,452.846740722656,car,15,7.52,weekday,2,40 to 64,6-10km
95508/1000,NA,95508,4479,50-54 years,male,20,15720,Work,452.846740722656,452.846740722656,car,20,5.13,weekday,3,40 to 64,6-10km
95508/1000,NA,95508,4479,50-54 years,male,20,15721,Work,452.846740722656,452.846740722656,car,30,8.08,weekday,4,40 to 64,6-10km
95508/1001,NA,95508,4480,35-39 years,female,20,15722,Work,522.818908691406,522.818908691406,pedestrian,15,1.39,weekday,1,20 to 39,1-2km
95508/1001,NA,95508,4480,35-39 years,female,20,15723,Shopping,522.818908691406,522.818908691406,pedestrian,5,0.35,weekday,2,20 to 39,<1km
95508/1001,NA,95508,4480,35-39 years,female,20,15724,Work,522.818908691406,522.818908691406,pedestrian,5,0.35,weekday,3,20 to 39,<1km
95508/1001,NA,95508,4480,35-39 years,female,20,15725,Work,522.818908691406,522.818908691406,pedestrian,60,1.39,weekday,4,20 to 39,1-2km
95535/1000,NA,95535,4481,65-69 years,female,20,15726,Leisure,330.075256347656,330.075256347656,car,27,9.54,weekday,1,65 plus,6-10km
95535/1000,NA,95535,4481,65-69 years,female,20,15727,Shopping,330.075256347656,330.075256347656,car,15,3.03,weekday,2,65 plus,3-5km
95535/1000,NA,95535,4481,65-69 years,female,20,15728,Leisure,330.075256347656,330.075256347656,car,30,2.95,weekday,3,65 plus,3-5km
95535/1000,NA,95535,4481,65-69 years,female,20,15729,Work,330.075256347656,330.075256347656,car,25,9.06,weekday,4,65 plus,6-10km
95535/1000,NA,95535,4481,65-69 years,female,20,15730,Work,330.075256347656,330.075256347656,car,22,14.12,weekday,5,65 plus,>10km
95847/1000,NA,95847,4482,65-69 years,male,20,15731,Leisure,115.985206604004,115.985206604004,car,60,27.71,weekday,1,65 plus,>10km
95847/1000,NA,95847,4482,65-69 years,male,20,15732,Other,115.985206604004,115.985206604004,car,10,4.28,weekday,2,65 plus,3-5km
95847/1000,NA,95847,4482,65-69 years,male,20,15733,Shopping,115.985206604004,115.985206604004,car,10,4.4,weekday,3,65 plus,3-5km
95847/1000,NA,95847,4482,65-69 years,male,20,15734,Shopping,115.985206604004,115.985206604004,car,65,27.64,weekday,4,65 plus,>10km
95881/1000,NA,95881,4483,55-59 years,male,20,15735,Work,493.582550048828,493.582550048828,pedestrian,10,0.62,weekday,1,40 to 64,<1km
95881/1000,NA,95881,4483,55-59 years,male,20,15736,Work,493.582550048828,493.582550048828,bus,16,5.08,weekday,1,40 to 64,6-10km
95881/1000,NA,95881,4483,55-59 years,male,20,15737,Work,493.582550048828,493.582550048828,bus,35,7.73,weekday,1,40 to 64,6-10km
95881/1000,NA,95881,4483,55-59 years,male,20,15738,Work,493.582550048828,493.582550048828,pedestrian,10,0.59,weekday,1,40 to 64,<1km
95881/1000,NA,95881,4483,55-59 years,male,20,15739,Work,493.582550048828,493.582550048828,pedestrian,10,0.59,weekday,2,40 to 64,<1km
95881/1000,NA,95881,4483,55-59 years,male,20,15740,Work,493.582550048828,493.582550048828,bus,20,7.37,weekday,2,40 to 64,6-10km
95881/1000,NA,95881,4483,55-59 years,male,20,15741,Work,493.582550048828,493.582550048828,bus,25,5.63,weekday,2,40 to 64,6-10km
95881/1000,NA,95881,4483,55-59 years,male,20,15742,Work,493.582550048828,493.582550048828,pedestrian,10,0.8,weekday,2,40 to 64,<1km
95882/1000,NA,95882,4484,40-44 years,male,20,15743,Leisure,554.12841796875,554.12841796875,pedestrian,5,0.48,weekday,1,40 to 64,<1km
95882/1000,NA,95882,4484,40-44 years,male,20,15744,Leisure,554.12841796875,554.12841796875,pedestrian,5,0.48,weekday,2,40 to 64,<1km
95882/1000,NA,95882,4484,40-44 years,male,20,15745,Shopping,554.12841796875,554.12841796875,pedestrian,10,0.48,weekday,3,40 to 64,<1km
95882/1000,NA,95882,4484,40-44 years,male,20,15746,Shopping,554.12841796875,554.12841796875,pedestrian,15,0.48,weekday,4,40 to 64,<1km
95882/1000,NA,95882,4484,40-44 years,male,20,15747,Other,554.12841796875,554.12841796875,pedestrian,5,0.58,weekday,5,40 to 64,<1km
95882/1000,NA,95882,4484,40-44 years,male,20,15748,Other,554.12841796875,554.12841796875,pedestrian,5,0.58,weekday,6,40 to 64,<1km
95882/1001,NA,95882,4485,40-44 years,female,20,15749,Work,575.516906738281,575.516906738281,car,30,9.53,weekday,1,40 to 64,6-10km
95882/1001,NA,95882,4485,40-44 years,female,20,15750,Work,575.516906738281,575.516906738281,car,30,9.9,weekday,2,40 to 64,6-10km
95902/1001,NA,95902,4486,75-79 years,female,20,15751,Leisure,410.973388671875,410.973388671875,car,10,1.37,weekday,1,65 plus,1-2km
95902/1001,NA,95902,4486,75-79 years,female,20,15752,Shopping,410.973388671875,410.973388671875,car,5,0.71,weekday,2,65 plus,<1km
95902/1001,NA,95902,4486,75-79 years,female,20,15753,Shopping,410.973388671875,410.973388671875,car,5,0.99,weekday,3,65 plus,<1km
95915/1000,NA,95915,4487,45-49 years,male,20,15754,Work,552.430297851562,552.430297851562,car,20,5.84,weekday,1,40 to 64,6-10km
95915/1000,NA,95915,4487,45-49 years,male,20,15755,Work,552.430297851562,552.430297851562,car,23,5.87,weekday,2,40 to 64,6-10km
95919/1000,NA,95919,4488,55-59 years,female,20,15756,Work,504.977630615234,504.977630615234,car,15,9.37,weekday,1,40 to 64,6-10km
95919/1000,NA,95919,4488,55-59 years,female,20,15757,Work,504.977630615234,504.977630615234,car,20,9.73,weekday,2,40 to 64,6-10km
95919/1002,NA,95919,4489,25-29 years,male,20,15758,Work,1056.84216308594,1056.84216308594,car,30,25.64,weekday,1,20 to 39,>10km
95919/1002,NA,95919,4489,25-29 years,male,20,15759,Work,1056.84216308594,1056.84216308594,car,40,25.49,weekday,2,20 to 39,>10km
95919/1003,NA,95919,4490,25-29 years,male,20,15760,Work,1056.84216308594,1056.84216308594,pedestrian,5,0.21,weekday,1,20 to 39,<1km
95919/1003,NA,95919,4490,25-29 years,male,20,15761,Work,1056.84216308594,1056.84216308594,bus,20,7.09,weekday,1,20 to 39,6-10km
95919/1003,NA,95919,4490,25-29 years,male,20,15762,Work,1056.84216308594,1056.84216308594,pedestrian,5,0.66,weekday,1,20 to 39,<1km
95919/1003,NA,95919,4490,25-29 years,male,20,15763,Work,1056.84216308594,1056.84216308594,pedestrian,5,0.32,weekday,2,20 to 39,<1km
95919/1003,NA,95919,4490,25-29 years,male,20,15764,Work,1056.84216308594,1056.84216308594,bus,20,6.7,weekday,2,20 to 39,6-10km
95919/1003,NA,95919,4490,25-29 years,male,20,15765,Work,1056.84216308594,1056.84216308594,pedestrian,5,0.21,weekday,2,20 to 39,<1km
95927/1000,NA,95927,4491,45-49 years,female,20,15766,Other,587.36279296875,587.36279296875,car,15,7.65,weekday,1,40 to 64,6-10km
95927/1000,NA,95927,4491,45-49 years,female,20,15767,Other,587.36279296875,587.36279296875,car,20,7.52,weekday,2,40 to 64,6-10km
95927/1000,NA,95927,4491,45-49 years,female,20,15768,Shopping,587.36279296875,587.36279296875,car,10,1.12,weekday,3,40 to 64,1-2km
95927/1000,NA,95927,4491,45-49 years,female,20,15769,Shopping,587.36279296875,587.36279296875,car,10,1.15,weekday,4,40 to 64,1-2km
95927/1000,NA,95927,4491,45-49 years,female,20,15770,Other,587.36279296875,587.36279296875,car,15,7.65,weekday,5,40 to 64,6-10km
95927/1000,NA,95927,4491,45-49 years,female,20,15771,Other,587.36279296875,587.36279296875,car,10,6.05,weekday,6,40 to 64,6-10km
95927/1000,NA,95927,4491,45-49 years,female,20,15772,Other,587.36279296875,587.36279296875,car,10,1.49,weekday,7,40 to 64,1-2km
95927/1000,NA,95927,4491,45-49 years,female,20,15773,Shopping,587.36279296875,587.36279296875,car,10,1.12,weekday,8,40 to 64,1-2km
95927/1000,NA,95927,4491,45-49 years,female,20,15774,Shopping,587.36279296875,587.36279296875,car,10,1.15,weekday,9,40 to 64,1-2km
95927/1000,NA,95927,4491,45-49 years,female,20,15775,Leisure,587.36279296875,587.36279296875,pedestrian,5,0.38,weekday,10,40 to 64,<1km
95927/1000,NA,95927,4491,45-49 years,female,20,15776,Leisure,587.36279296875,587.36279296875,pedestrian,5,0.38,weekday,11,40 to 64,<1km
95933/1000,NA,95933,4492,55-59 years,female,20,15777,Shopping,507.188659667969,507.188659667969,car,10,1.18,weekday,1,40 to 64,1-2km
95933/1000,NA,95933,4492,55-59 years,female,20,15778,Shopping,507.188659667969,507.188659667969,car,10,1.21,weekday,2,40 to 64,1-2km
95941/1000,NA,95941,4493,40-44 years,male,20,15779,Work,554.12841796875,554.12841796875,car,5,1.62,weekday,1,40 to 64,1-2km
95941/1000,NA,95941,4493,40-44 years,male,20,15780,Work,554.12841796875,554.12841796875,car,5,1.6,weekday,2,40 to 64,1-2km
95941/1001,NA,95941,4494,35-39 years,female,20,15781,Other,563.662841796875,563.662841796875,car,10,1.89,weekday,1,20 to 39,1-2km
95941/1001,NA,95941,4494,35-39 years,female,20,15782,Other,563.662841796875,563.662841796875,car,10,1.9,weekday,2,20 to 39,1-2km
95941/1001,NA,95941,4494,35-39 years,female,20,15783,Other,563.662841796875,563.662841796875,car,10,1.89,weekday,3,20 to 39,1-2km
95941/1001,NA,95941,4494,35-39 years,female,20,15784,Other,563.662841796875,563.662841796875,car,10,1.9,weekday,4,20 to 39,1-2km
95959/1000,NA,95959,4495,60-64 years,male,20,15785,Leisure,441.761657714844,441.761657714844,car,15,1.69,weekday,1,40 to 64,1-2km
95959/1000,NA,95959,4495,60-64 years,male,20,15786,Leisure,441.761657714844,441.761657714844,car,15,1.67,weekday,2,40 to 64,1-2km
95963/1000,NA,95963,4496,30-34 years,female,20,15787,Leisure,666.033386230469,666.033386230469,car,30,8.95,weekday,1,20 to 39,6-10km
95963/1000,NA,95963,4496,30-34 years,female,20,15788,Leisure,666.033386230469,666.033386230469,car,30,8.5,weekday,2,20 to 39,6-10km
95963/1001,NA,95963,4497,25-29 years,male,20,15789,Other,980.261657714844,980.261657714844,car,25,10.3,weekday,1,20 to 39,>10km
95963/1001,NA,95963,4497,25-29 years,male,20,15790,Work,980.261657714844,980.261657714844,car,10,0.97,weekday,2,20 to 39,<1km
95963/1001,NA,95963,4497,25-29 years,male,20,15791,Other,980.261657714844,980.261657714844,car,30,8.43,weekday,3,20 to 39,6-10km
95963/1001,NA,95963,4497,25-29 years,male,20,15792,Other,980.261657714844,980.261657714844,car,30,8.5,weekday,4,20 to 39,6-10km
95990/1000,NA,95990,4498,60-64 years,female,20,15793,Leisure,471.933685302734,471.933685302734,pedestrian,15,0.33,weekday,1,40 to 64,<1km
95990/1000,NA,95990,4498,60-64 years,female,20,15794,Leisure,471.933685302734,471.933685302734,pedestrian,15,0.33,weekday,2,40 to 64,<1km
95990/1000,NA,95990,4498,60-64 years,female,20,15795,Other,471.933685302734,471.933685302734,car,8,1.33,weekday,3,40 to 64,1-2km
95990/1000,NA,95990,4498,60-64 years,female,20,15796,Other,471.933685302734,471.933685302734,car,12,1.35,weekday,4,40 to 64,1-2km
95990/1000,NA,95990,4498,60-64 years,female,20,15797,Other,471.933685302734,471.933685302734,car,10,1.33,weekday,5,40 to 64,1-2km
95990/1000,NA,95990,4498,60-64 years,female,20,15798,Other,471.933685302734,471.933685302734,car,13,1.35,weekday,6,40 to 64,1-2km
95990/1000,NA,95990,4498,60-64 years,female,20,15799,Leisure,471.933685302734,471.933685302734,car,10,1.65,weekday,7,40 to 64,1-2km
95990/1000,NA,95990,4498,60-64 years,female,20,15800,Leisure,471.933685302734,471.933685302734,car,10,1.63,weekday,8,40 to 64,1-2km
95990/1001,NA,95990,4499,20-24 years,male,20,15801,Shopping,967.1748046875,967.1748046875,pedestrian,5,0.27,weekday,1,20 to 39,<1km
95990/1001,NA,95990,4499,20-24 years,male,20,15802,Shopping,967.1748046875,967.1748046875,bus,20,6.5,weekday,1,20 to 39,6-10km
95990/1001,NA,95990,4499,20-24 years,male,20,15803,Shopping,967.1748046875,967.1748046875,pedestrian,10,0.49,weekday,1,20 to 39,<1km
95990/1001,NA,95990,4499,20-24 years,male,20,15804,Work,967.1748046875,967.1748046875,pedestrian,5,0.34,weekday,2,20 to 39,<1km
95990/1001,NA,95990,4499,20-24 years,male,20,15805,Work,967.1748046875,967.1748046875,car,20,6.31,weekday,3,20 to 39,6-10km
95990/1002,NA,95990,4500,30-34 years,male,20,15806,Other,890.036010742188,890.036010742188,car,25,4.06,weekday,1,20 to 39,3-5km
95990/1002,NA,95990,4500,30-34 years,male,20,15807,Leisure,890.036010742188,890.036010742188,car,20,8.61,weekday,2,20 to 39,6-10km
95990/1002,NA,95990,4500,30-34 years,male,20,15808,Leisure,890.036010742188,890.036010742188,car,20,8.73,weekday,3,20 to 39,6-10km
95993/1000,NA,95993,4501,60-64 years,female,20,15809,Leisure,437.736572265625,437.736572265625,car,10,4.35,weekday,1,40 to 64,3-5km
95993/1000,NA,95993,4501,60-64 years,female,20,15810,Leisure,437.736572265625,437.736572265625,car,18,4.38,weekday,2,40 to 64,3-5km
96000/1001,NA,96000,4502,45-49 years,male,20,15811,Shopping,455.289733886719,455.289733886719,pedestrian,15,1.12,weekday,1,40 to 64,1-2km
96000/1001,NA,96000,4502,45-49 years,male,20,15812,Shopping,455.289733886719,455.289733886719,pedestrian,15,1.12,weekday,2,40 to 64,1-2km
96001/1000,NA,96001,4503,60-64 years,male,20,15813,Other,407.964630126953,407.964630126953,car,20,5.41,weekday,1,40 to 64,6-10km
96001/1000,NA,96001,4503,60-64 years,male,20,15814,Shopping,407.964630126953,407.964630126953,car,25,5.68,weekday,2,40 to 64,6-10km
96001/1000,NA,96001,4503,60-64 years,male,20,15815,Shopping,407.964630126953,407.964630126953,car,10,1.26,weekday,3,40 to 64,1-2km
96001/1001,NA,96001,4504,55-59 years,female,20,15816,Other,468.386108398438,468.386108398438,car,20,5.41,weekday,1,40 to 64,6-10km
96001/1001,NA,96001,4504,55-59 years,female,20,15817,Shopping,468.386108398438,468.386108398438,car,25,5.68,weekday,2,40 to 64,6-10km
96001/1001,NA,96001,4504,55-59 years,female,20,15818,Shopping,468.386108398438,468.386108398438,car,10,1.26,weekday,3,40 to 64,1-2km
96017/1000,NA,96017,4505,70-74 years,female,20,15819,Leisure,444.963592529297,444.963592529297,pedestrian,6,0.33,weekday,1,65 plus,<1km
96017/1000,NA,96017,4505,70-74 years,female,20,15820,Leisure,444.963592529297,444.963592529297,bus,39,7.68,weekday,1,65 plus,6-10km
96017/1000,NA,96017,4505,70-74 years,female,20,15821,Leisure,444.963592529297,444.963592529297,pedestrian,2,0.43,weekday,1,65 plus,<1km
96017/1000,NA,96017,4505,70-74 years,female,20,15822,Leisure,444.963592529297,444.963592529297,bus,6,1.04,weekday,1,65 plus,1-2km
96017/1000,NA,96017,4505,70-74 years,female,20,15823,Leisure,444.963592529297,444.963592529297,bus,29,18.06,weekday,1,65 plus,>10km
96017/1000,NA,96017,4505,70-74 years,female,20,15824,Leisure,444.963592529297,444.963592529297,pedestrian,5,0.16,weekday,1,65 plus,<1km
96017/1000,NA,96017,4505,70-74 years,female,20,15825,Leisure,444.963592529297,444.963592529297,pedestrian,5,0.16,weekday,2,65 plus,<1km
96017/1000,NA,96017,4505,70-74 years,female,20,15826,Leisure,444.963592529297,444.963592529297,bus,40,17.97,weekday,2,65 plus,>10km
96017/1000,NA,96017,4505,70-74 years,female,20,15827,Leisure,444.963592529297,444.963592529297,bus,10,3.61,weekday,2,65 plus,3-5km
96017/1000,NA,96017,4505,70-74 years,female,20,15828,Leisure,444.963592529297,444.963592529297,bus,20,5.65,weekday,2,65 plus,6-10km
96017/1000,NA,96017,4505,70-74 years,female,20,15829,Leisure,444.963592529297,444.963592529297,pedestrian,10,0.33,weekday,2,65 plus,<1km
96019/1000,NA,96019,4506,40-44 years,female,20,15830,Other,575.516906738281,575.516906738281,car,15,4.96,weekday,1,40 to 64,3-5km
96019/1000,NA,96019,4506,40-44 years,female,20,15831,Work,575.516906738281,575.516906738281,car,15,9.84,weekday,2,40 to 64,6-10km
96019/1000,NA,96019,4506,40-44 years,female,20,15832,Work,575.516906738281,575.516906738281,car,20,8.85,weekday,3,40 to 64,6-10km
96019/1001,NA,96019,4507,45-49 years,male,20,15833,Work,490.858123779297,490.858123779297,car,25,12.21,weekday,1,40 to 64,>10km
96019/1001,NA,96019,4507,45-49 years,male,20,15834,Work,490.858123779297,490.858123779297,car,30,12.39,weekday,2,40 to 64,>10km
96019/1002,NA,96019,4508,15-19 years,male,20,15835,Education,541.848937988281,541.848937988281,pedestrian,25,1.06,weekday,1,15 to 19,1-2km
96019/1002,NA,96019,4508,15-19 years,male,20,15836,Education,541.848937988281,541.848937988281,pedestrian,30,1.06,weekday,2,15 to 19,1-2km
96027/1000,NA,96027,4509,35-39 years,female,20,15837,Other,813.797668457031,813.797668457031,car,10,5.76,weekday,1,20 to 39,6-10km
96027/1000,NA,96027,4509,35-39 years,female,20,15838,Work,813.797668457031,813.797668457031,car,17,8.36,weekday,2,20 to 39,6-10km
96027/1000,NA,96027,4509,35-39 years,female,20,15839,Work,813.797668457031,813.797668457031,car,5,0.8,weekday,3,20 to 39,<1km
96027/1000,NA,96027,4509,35-39 years,female,20,15840,Other,813.797668457031,813.797668457031,car,22,8.58,weekday,4,20 to 39,6-10km
96027/1000,NA,96027,4509,35-39 years,female,20,15841,Other,813.797668457031,813.797668457031,car,20,5.43,weekday,5,20 to 39,6-10km
96027/1000,NA,96027,4509,35-39 years,female,20,15842,Work,813.797668457031,813.797668457031,car,11,4.66,weekday,6,20 to 39,3-5km
96027/1000,NA,96027,4509,35-39 years,female,20,15843,Work,813.797668457031,813.797668457031,car,10,4.7,weekday,7,20 to 39,3-5km
96027/1001,NA,96027,4510,35-39 years,male,20,15844,Work,967.957153320312,967.957153320312,bicycle,40,7.41,weekday,1,20 to 39,6-10km
96027/1001,NA,96027,4510,35-39 years,male,20,15845,Work,967.957153320312,967.957153320312,bicycle,50,7.41,weekday,2,20 to 39,6-10km
96027/1001,NA,96027,4510,35-39 years,male,20,15846,Other,967.957153320312,967.957153320312,car,10,4.66,weekday,3,20 to 39,3-5km
96027/1001,NA,96027,4510,35-39 years,male,20,15847,Other,967.957153320312,967.957153320312,car,12,4.7,weekday,4,20 to 39,3-5km
96027/1001,NA,96027,4510,35-39 years,male,20,15848,Other,967.957153320312,967.957153320312,car,8,4.66,weekday,5,20 to 39,3-5km
96027/1001,NA,96027,4510,35-39 years,male,20,15849,Other,967.957153320312,967.957153320312,car,19,4.7,weekday,6,20 to 39,3-5km
96035/1000,NA,96035,4511,75-79 years,male,20,15850,Other,319.961029052734,319.961029052734,car,15,4.17,weekday,1,65 plus,3-5km
96035/1000,NA,96035,4511,75-79 years,male,20,15851,Other,319.961029052734,319.961029052734,car,15,4.14,weekday,2,65 plus,3-5km
96035/1001,NA,96035,4512,75-79 years,female,20,15852,Other,410.973388671875,410.973388671875,car,15,4.17,weekday,1,65 plus,3-5km
96035/1001,NA,96035,4512,75-79 years,female,20,15853,Other,410.973388671875,410.973388671875,car,15,4.14,weekday,2,65 plus,3-5km
96040/1000,NA,96040,4513,70-74 years,female,20,15854,Shopping,410.921569824219,410.921569824219,car,15,1.52,weekday,1,65 plus,1-2km
96040/1000,NA,96040,4513,70-74 years,female,20,15855,Shopping,410.921569824219,410.921569824219,car,15,1.58,weekday,2,65 plus,1-2km
96040/1001,NA,96040,4514,75-79 years,male,20,15856,Shopping,319.961029052734,319.961029052734,car,15,1.52,weekday,1,65 plus,1-2km
96040/1001,NA,96040,4514,75-79 years,male,20,15857,Shopping,319.961029052734,319.961029052734,car,15,1.58,weekday,2,65 plus,1-2km
96044/1001,NA,96044,4515,30-34 years,male,20,15858,Work,313.588012695312,313.588012695312,car,50,40.05,weekday,1,20 to 39,>10km
96044/1001,NA,96044,4515,30-34 years,male,20,15859,Work,313.588012695312,313.588012695312,car,50,39.57,weekday,2,20 to 39,>10km
96047/1000,NA,96047,4516,65-69 years,female,20,15860,Shopping,108.942321777344,108.942321777344,car,10,1.46,weekday,1,65 plus,1-2km
96047/1000,NA,96047,4516,65-69 years,female,20,15861,Shopping,108.942321777344,108.942321777344,car,10,4.98,weekday,2,65 plus,3-5km
96047/1000,NA,96047,4516,65-69 years,female,20,15862,Shopping,108.942321777344,108.942321777344,car,10,2.48,weekday,3,65 plus,3-5km
96052/1000,NA,96052,4517,40-44 years,male,20,15863,Other,554.12841796875,554.12841796875,car,30,10.21,weekday,1,40 to 64,>10km
96052/1000,NA,96052,4517,40-44 years,male,20,15864,Other,554.12841796875,554.12841796875,car,15,10.17,weekday,2,40 to 64,>10km
96052/1000,NA,96052,4517,40-44 years,male,20,15865,Other,554.12841796875,554.12841796875,car,20,10.21,weekday,3,40 to 64,>10km
96052/1000,NA,96052,4517,40-44 years,male,20,15866,Other,554.12841796875,554.12841796875,car,20,10.17,weekday,4,40 to 64,>10km
96052/1001,NA,96052,4518,40-44 years,female,20,15867,Other,575.516906738281,575.516906738281,car,37,23.56,weekday,1,40 to 64,>10km
96052/1001,NA,96052,4518,40-44 years,female,20,15868,Other,575.516906738281,575.516906738281,car,38,23.4,weekday,2,40 to 64,>10km
96052/1001,NA,96052,4518,40-44 years,female,20,15869,Other,575.516906738281,575.516906738281,car,35,23.56,weekday,3,40 to 64,>10km
96052/1001,NA,96052,4518,40-44 years,female,20,15870,Other,575.516906738281,575.516906738281,car,35,32.76,weekday,4,40 to 64,>10km
96052/1001,NA,96052,4518,40-44 years,female,20,15871,Other,575.516906738281,575.516906738281,car,15,6.98,weekday,5,40 to 64,6-10km
96052/1001,NA,96052,4518,40-44 years,female,20,15872,Other,575.516906738281,575.516906738281,car,20,6.53,weekday,6,40 to 64,6-10km
96052/1001,NA,96052,4518,40-44 years,female,20,15873,Other,575.516906738281,575.516906738281,car,30,19.27,weekday,7,40 to 64,>10km
96052/1002,NA,96052,4519,15-19 years,female,20,15874,Education,456.759735107422,456.759735107422,car,30,10.21,weekday,1,15 to 19,>10km
96052/1002,NA,96052,4519,15-19 years,female,20,15875,Education,456.759735107422,456.759735107422,car,20,10.17,weekday,2,15 to 19,>10km
96068/1000,NA,96068,4520,65-69 years,female,20,15876,Shopping,158.535507202148,158.535507202148,car,10,5.38,weekday,1,65 plus,6-10km
96068/1000,NA,96068,4520,65-69 years,female,20,15877,Shopping,158.535507202148,158.535507202148,car,2,0.26,weekday,2,65 plus,<1km
96068/1000,NA,96068,4520,65-69 years,female,20,15878,Shopping,158.535507202148,158.535507202148,car,10,5.16,weekday,3,65 plus,6-10km
96068/1001,NA,96068,4521,65-69 years,male,20,15879,Shopping,151.590209960938,151.590209960938,car,10,5.38,weekday,1,65 plus,6-10km
96068/1001,NA,96068,4521,65-69 years,male,20,15880,Shopping,151.590209960938,151.590209960938,car,2,0.26,weekday,2,65 plus,<1km
96068/1001,NA,96068,4521,65-69 years,male,20,15881,Shopping,151.590209960938,151.590209960938,car,10,5.16,weekday,3,65 plus,6-10km
96068/1001,NA,96068,4521,65-69 years,male,20,15882,Other,151.590209960938,151.590209960938,car,10,5.08,weekday,4,65 plus,6-10km
96068/1001,NA,96068,4521,65-69 years,male,20,15883,Other,151.590209960938,151.590209960938,car,15,5.09,weekday,5,65 plus,6-10km
96077/1000,NA,96077,4522,45-49 years,female,20,15884,Shopping,235.698928833008,235.698928833008,pedestrian,3,0,weekday,1,40 to 64,<1km
96077/1000,NA,96077,4522,45-49 years,female,20,15885,Shopping,235.698928833008,235.698928833008,pedestrian,3,0,weekday,2,40 to 64,<1km
96078/1001,NA,96078,4523,65-69 years,female,20,15886,Shopping,158.535507202148,158.535507202148,car,5,6.78,weekday,1,65 plus,6-10km
96078/1001,NA,96078,4523,65-69 years,female,20,15887,Shopping,158.535507202148,158.535507202148,car,5,6.81,weekday,2,65 plus,6-10km
96079/1000,NA,96079,4524,65-69 years,male,20,15888,Work,193.443954467773,193.443954467773,car,30,34.6,weekday,1,65 plus,>10km
96079/1000,NA,96079,4524,65-69 years,male,20,15889,Work,193.443954467773,193.443954467773,car,60,34.25,weekday,2,65 plus,>10km
96083/1000,NA,96083,4525,35-39 years,male,20,15890,Work,203.367141723633,203.367141723633,car,45,36.67,weekday,1,20 to 39,>10km
96083/1000,NA,96083,4525,35-39 years,male,20,15891,Work,203.367141723633,203.367141723633,car,45,36.73,weekday,2,20 to 39,>10km
96084/1000,NA,96084,4526,70-74 years,male,20,15892,Leisure,152.162673950195,152.162673950195,car,20,13.73,weekday,1,65 plus,>10km
96084/1000,NA,96084,4526,70-74 years,male,20,15893,Leisure,152.162673950195,152.162673950195,car,40,13.65,weekday,2,65 plus,>10km
96084/1001,NA,96084,4527,65-69 years,female,20,15894,Leisure,158.535507202148,158.535507202148,car,20,13.73,weekday,1,65 plus,>10km
96084/1001,NA,96084,4527,65-69 years,female,20,15895,Leisure,158.535507202148,158.535507202148,car,40,13.65,weekday,2,65 plus,>10km
96085/1000,NA,96085,4528,30-34 years,female,20,15896,Leisure,395.394561767578,395.394561767578,car,30,23.95,weekday,1,20 to 39,>10km
96085/1000,NA,96085,4528,30-34 years,female,20,15897,Shopping,395.394561767578,395.394561767578,car,4,1.57,weekday,2,20 to 39,1-2km
