"persid","cluster_id","household_id","participant_id","age_band","sex","year","trip_id","trip_purpose","participant_wt","trips_wt","trip_mode_base","trip_duration_base","trip_distance_base","day_type","trip_id_2","age_group","dist_cat","trip_mode_scen","trip_distance_scen","trip_duration_scen","trip_duration_base_hrs","trip_duration_scen_hrs"
"90423/1002",NA,90423,4255,"20-24 years","male",21,14927,"Shopping",179.940673828125,179.940673828125,"car",0.166666666666667,1.39,"weekday",5,"20 to 39","1-2km","bicycle",1.39,0.126363636363636,1.16666666666667,0.884545454545454
"90425/1000",NA,90425,4256,"45-49 years","male",21,14928,"Work",125.319877624512,125.319877624512,"car",0.5,22.39,"weekday",1,"40 to 64",">10km","car",22.39,0.5,3.5,3.5
"90425/1000",NA,90425,4256,"45-49 years","male",21,14929,"Other",125.319877624512,125.319877624512,"car",0.75,23.78,"weekday",2,"40 to 64",">10km","car",23.78,0.75,5.25,5.25
"90425/1000",NA,90425,4256,"45-49 years","male",21,14930,"Other",125.319877624512,125.319877624512,"car",0.0833333333333333,2.21,"weekday",3,"40 to 64","3-5km","car",2.21,0.0833333333333333,0.583333333333333,0.583333333333333
"90425/1001",NA,90425,4257,"45-49 years","female",21,14931,"Work",122.150421142578,122.150421142578,"car",0.5,22.39,"weekday",1,"40 to 64",">10km","car",22.39,0.5,3.5,3.5
"90425/1001",NA,90425,4257,"45-49 years","female",21,14932,"Work",122.150421142578,122.150421142578,"car",0.75,23.78,"weekday",2,"40 to 64",">10km","car",23.78,0.75,5.25,5.25
"90425/1001",NA,90425,4257,"45-49 years","female",21,14933,"Work",122.150421142578,122.150421142578,"car",0.0833333333333333,2.21,"weekday",3,"40 to 64","3-5km","car",2.21,0.0833333333333333,0.583333333333333,0.583333333333333
"90426/1000",NA,90426,4258,"60-64 years","female",21,14934,"Other",109.600570678711,109.600570678711,"car",0.5,12.6,"weekday",1,"40 to 64",">10km","car",12.6,0.5,3.5,3.5
"90426/1000",NA,90426,4258,"60-64 years","female",21,14935,"Other",109.600570678711,109.600570678711,"car",0.25,12.58,"weekday",2,"40 to 64",">10km","car",12.58,0.25,1.75,1.75
"90428/1000",NA,90428,4259,"50-54 years","female",21,14936,"Shopping",69.2914581298828,69.2914581298828,"car",0.5,11.81,"weekday",1,"40 to 64",">10km","car",11.81,0.5,3.5,3.5
"90428/1000",NA,90428,4259,"50-54 years","female",21,14937,"Shopping",69.2914581298828,69.2914581298828,"car",0.25,6.66,"weekday",2,"40 to 64","6-10km","car",6.66,0.25,1.75,1.75
"90428/1000",NA,90428,4259,"50-54 years","female",21,14938,"Shopping",69.2914581298828,69.2914581298828,"car",0.416666666666667,4.39,"weekday",3,"40 to 64","3-5km","car",4.39,0.416666666666667,2.91666666666667,2.91666666666667
"90428/1000",NA,90428,4259,"50-54 years","female",21,14939,"Shopping",69.2914581298828,69.2914581298828,"car",0.5,11.93,"weekday",4,"40 to 64",">10km","car",11.93,0.5,3.5,3.5
"90428/1000",NA,90428,4259,"50-54 years","female",21,14940,"Shopping",69.2914581298828,69.2914581298828,"car",0.75,22.01,"weekday",5,"40 to 64",">10km","car",22.01,0.75,5.25,5.25
"90428/1000",NA,90428,4259,"50-54 years","female",21,14941,"Shopping",69.2914581298828,69.2914581298828,"car",0.766666666666667,22.32,"weekday",6,"40 to 64",">10km","car",22.32,0.766666666666667,5.36666666666667,5.36666666666667
"90493/1001",NA,90493,4260,"60-64 years","male",21,14942,"Work",311.600738525391,311.600738525391,"car",0.166666666666667,2.67,"weekday",1,"40 to 64","3-5km","car",2.67,0.166666666666667,1.16666666666667,1.16666666666667
"90493/1001",NA,90493,4260,"60-64 years","male",21,14944,"Work",311.600738525391,311.600738525391,"car",0.183333333333333,3.17,"weekday",3,"40 to 64","3-5km","car",3.17,0.183333333333333,1.28333333333333,1.28333333333333
"90493/1001",NA,90493,4260,"60-64 years","male",21,14946,"Work",311.600738525391,311.600738525391,"car",0.166666666666667,2.86,"weekday",5,"40 to 64","3-5km","car",2.86,0.166666666666667,1.16666666666667,1.16666666666667
"90493/1002",NA,90493,4261,"40-44 years","female",21,14947,"Work",460.510681152344,460.510681152344,"car",0.166666666666667,1.73,"weekday",1,"40 to 64","1-2km","bicycle",1.73,0.157272727272727,1.16666666666667,1.10090909090909
"90493/1002",NA,90493,4261,"40-44 years","female",21,14948,"Work",460.510681152344,460.510681152344,"public.transport",1.25,52.37,"weekday",1,"40 to 64",">10km","public.transport",52.37,1.25,8.75,8.75
"90493/1002",NA,90493,4261,"40-44 years","female",21,14949,"Work",460.510681152344,460.510681152344,"walking",0.166666666666667,0.37,"weekday",1,"40 to 64","<1km","walking",0.37,0.166666666666667,1.16666666666667,1.16666666666667
"90493/1002",NA,90493,4261,"40-44 years","female",21,14950,"Work",460.510681152344,460.510681152344,"walking",0.166666666666667,0.37,"weekday",2,"40 to 64","<1km","walking",0.37,0.166666666666667,1.16666666666667,1.16666666666667
"90493/1002",NA,90493,4261,"40-44 years","female",21,14951,"Work",460.510681152344,460.510681152344,"public.transport",1.16666666666667,52.37,"weekday",2,"40 to 64",">10km","public.transport",52.37,1.16666666666667,8.16666666666667,8.16666666666667
"90493/1002",NA,90493,4261,"40-44 years","female",21,14952,"Work",460.510681152344,460.510681152344,"car",0.0833333333333333,1.77,"weekday",2,"40 to 64","1-2km","bicycle",1.77,0.160909090909091,0.583333333333333,1.12636363636364
"90495/1000",NA,90495,4262,"30-34 years","female",21,14953,"Work",698.810424804688,698.810424804688,"car",0.166666666666667,2.92,"weekday",1,"20 to 39","3-5km","car",2.92,0.166666666666667,1.16666666666667,1.16666666666667
"90495/1000",NA,90495,4262,"30-34 years","female",21,14954,"Work",698.810424804688,698.810424804688,"car",0.133333333333333,3.02,"weekday",2,"20 to 39","3-5km","car",3.02,0.133333333333333,0.933333333333333,0.933333333333333
"90495/1001",NA,90495,4263,"40-44 years","male",21,14955,"Other",500.453094482422,500.453094482422,"car",0.166666666666667,2.92,"weekday",1,"40 to 64","3-5km","car",2.92,0.166666666666667,1.16666666666667,1.16666666666667
"90495/1001",NA,90495,4263,"40-44 years","male",21,14956,"Other",500.453094482422,500.453094482422,"car",0.116666666666667,3.02,"weekday",2,"40 to 64","3-5km","car",3.02,0.116666666666667,0.816666666666667,0.816666666666667
"90495/1001",NA,90495,4263,"40-44 years","male",21,14957,"Other",500.453094482422,500.453094482422,"walking",0.166666666666667,0.61,"weekday",3,"40 to 64","<1km","walking",0.61,0.166666666666667,1.16666666666667,1.16666666666667
"90495/1001",NA,90495,4263,"40-44 years","male",21,14958,"Other",500.453094482422,500.453094482422,"walking",0.0833333333333333,0.61,"weekday",4,"40 to 64","<1km","walking",0.61,0.0833333333333333,0.583333333333333,0.583333333333333
"90495/1001",NA,90495,4263,"40-44 years","male",21,14959,"Other",500.453094482422,500.453094482422,"walking",0.166666666666667,0.61,"weekday",5,"40 to 64","<1km","walking",0.61,0.166666666666667,1.16666666666667,1.16666666666667
"90495/1001",NA,90495,4263,"40-44 years","male",21,14960,"Other",500.453094482422,500.453094482422,"walking",0.216666666666667,0.61,"weekday",6,"40 to 64","<1km","walking",0.61,0.216666666666667,1.51666666666667,1.51666666666667
"90495/1001",NA,90495,4263,"40-44 years","male",21,14961,"Other",500.453094482422,500.453094482422,"car",0.133333333333333,2.79,"weekday",7,"40 to 64","3-5km","car",2.79,0.133333333333333,0.933333333333333,0.933333333333333
"90495/1001",NA,90495,4263,"40-44 years","male",21,14962,"Other",500.453094482422,500.453094482422,"car",0.15,2.85,"weekday",8,"40 to 64","3-5km","car",2.85,0.15,1.05,1.05
"90495/1001",NA,90495,4263,"40-44 years","male",21,14963,"Shopping",500.453094482422,500.453094482422,"car",0.05,0.41,"weekday",9,"40 to 64","<1km","walking",0.41,0.1025,0.35,0.7175
"90495/1001",NA,90495,4263,"40-44 years","male",21,14964,"Shopping",500.453094482422,500.453094482422,"car",0.05,0.41,"weekday",10,"40 to 64","<1km","walking",0.41,0.1025,0.35,0.7175
"90496/1000",NA,90496,4264,"45-49 years","female",21,14965,"Shopping",184.702865600586,184.702865600586,"car",0.166666666666667,1.13,"weekday",1,"40 to 64","1-2km","bicycle",1.13,0.102727272727273,1.16666666666667,0.719090909090909
"90496/1000",NA,90496,4264,"45-49 years","female",21,14966,"Leisure",184.702865600586,184.702865600586,"car",0.25,2.05,"weekday",2,"40 to 64","3-5km","car",2.05,0.25,1.75,1.75
"90496/1000",NA,90496,4264,"45-49 years","female",21,14967,"Leisure",184.702865600586,184.702865600586,"car",0.25,2.86,"weekday",3,"40 to 64","3-5km","car",2.86,0.25,1.75,1.75
"90496/1001",NA,90496,4265,"15-19 years","male",21,14968,"Education",153.236953735352,153.236953735352,"walking",0.333333333333333,0.58,"weekday",1,"15 to 19","<1km","walking",0.58,0.333333333333333,2.33333333333333,2.33333333333333
"90496/1001",NA,90496,4265,"15-19 years","male",21,14969,"Education",153.236953735352,153.236953735352,"walking",0.25,0.58,"weekday",2,"15 to 19","<1km","walking",0.58,0.25,1.75,1.75
"90497/1001",NA,90497,4266,"25-29 years","male",21,14970,"Shopping",442.651611328125,442.651611328125,"walking",0.166666666666667,0.14,"weekday",1,"20 to 39","<1km","walking",0.14,0.166666666666667,1.16666666666667,1.16666666666667
"90497/1001",NA,90497,4266,"25-29 years","male",21,14971,"Shopping",442.651611328125,442.651611328125,"walking",0.283333333333333,0.14,"weekday",2,"20 to 39","<1km","walking",0.14,0.283333333333333,1.98333333333333,1.98333333333333
"90505/1000",NA,90505,4267,"70-74 years","male",21,14972,"Work",194.17448425293,194.17448425293,"car",1,56.41,"weekday",1,"65 plus",">10km","car",56.41,1,7,7
"90505/1000",NA,90505,4267,"70-74 years","male",21,14973,"Work",194.17448425293,194.17448425293,"car",1.16666666666667,56.47,"weekday",2,"65 plus",">10km","car",56.47,1.16666666666667,8.16666666666667,8.16666666666667
"90508/1000",NA,90508,4268,"55-59 years","female",21,14974,"Shopping",179.280990600586,179.280990600586,"car",0.166666666666667,1.03,"weekday",1,"40 to 64","1-2km","bicycle",1.03,0.0936363636363636,1.16666666666667,0.655454545454546
"90508/1000",NA,90508,4268,"55-59 years","female",21,14975,"Shopping",179.280990600586,179.280990600586,"car",0.166666666666667,1.03,"weekday",2,"40 to 64","1-2km","bicycle",1.03,0.0936363636363636,1.16666666666667,0.655454545454546
"90508/1001",NA,90508,4269,"15-19 years","male",21,14976,"Work",153.236953735352,153.236953735352,"car",0.25,2.84,"weekday",1,"15 to 19","3-5km","car",2.84,0.25,1.75,1.75
"90508/1001",NA,90508,4269,"15-19 years","male",21,14977,"Work",153.236953735352,153.236953735352,"car",1.25,76.95,"weekday",1,"15 to 19",">10km","car",76.95,1.25,8.75,8.75
"90508/1001",NA,90508,4269,"15-19 years","male",21,14978,"Work",153.236953735352,153.236953735352,"car",2,74.24,"weekday",2,"15 to 19",">10km","car",74.24,2,14,14
"90508/1001",NA,90508,4269,"15-19 years","male",21,14979,"Leisure",153.236953735352,153.236953735352,"car",0.25,2.84,"weekday",3,"15 to 19","3-5km","car",2.84,0.25,1.75,1.75
"90508/1001",NA,90508,4269,"15-19 years","male",21,14980,"Leisure",153.236953735352,153.236953735352,"car",0.25,2.84,"weekday",4,"15 to 19","3-5km","car",2.84,0.25,1.75,1.75
"90509/1000",NA,90509,4270,"65-69 years","male",21,14981,"Other",151.590209960938,151.590209960938,"car",0.116666666666667,1.76,"weekday",1,"65 plus","1-2km","bicycle",1.76,0.16,0.816666666666667,1.12
"90509/1000",NA,90509,4270,"65-69 years","male",21,14982,"Other",151.590209960938,151.590209960938,"car",0.0666666666666667,1.79,"weekday",2,"65 plus","1-2km","bicycle",1.79,0.162727272727273,0.466666666666667,1.13909090909091
"90509/1000",NA,90509,4270,"65-69 years","male",21,14983,"Other",151.590209960938,151.590209960938,"car",0.133333333333333,1.76,"weekday",3,"65 plus","1-2km","bicycle",1.76,0.16,0.933333333333333,1.12
"90509/1000",NA,90509,4270,"65-69 years","male",21,14984,"Other",151.590209960938,151.590209960938,"car",0.0833333333333333,1.79,"weekday",4,"65 plus","1-2km","bicycle",1.79,0.162727272727273,0.583333333333333,1.13909090909091
"90509/1001",NA,90509,4271,"55-59 years","female",21,14985,"Work",179.280990600586,179.280990600586,"car",0.116666666666667,1.76,"weekday",1,"40 to 64","1-2km","bicycle",1.76,0.16,0.816666666666667,1.12
"90509/1001",NA,90509,4271,"55-59 years","female",21,14986,"Work",179.280990600586,179.280990600586,"public.transport",0.766666666666667,46.46,"weekday",1,"40 to 64",">10km","public.transport",46.46,0.766666666666667,5.36666666666667,5.36666666666667
"90509/1001",NA,90509,4271,"55-59 years","female",21,14987,"Work",179.280990600586,179.280990600586,"walking",0.166666666666667,0.75,"weekday",1,"40 to 64","<1km","walking",0.75,0.166666666666667,1.16666666666667,1.16666666666667
"90509/1001",NA,90509,4271,"55-59 years","female",21,14988,"Work",179.280990600586,179.280990600586,"walking",0.166666666666667,0.75,"weekday",2,"40 to 64","<1km","walking",0.75,0.166666666666667,1.16666666666667,1.16666666666667
"90509/1001",NA,90509,4271,"55-59 years","female",21,14989,"Work",179.280990600586,179.280990600586,"public.transport",0.733333333333333,46.46,"weekday",2,"40 to 64",">10km","public.transport",46.46,0.733333333333333,5.13333333333333,5.13333333333333
"90509/1001",NA,90509,4271,"55-59 years","female",21,14990,"Work",179.280990600586,179.280990600586,"car",0.0833333333333333,1.79,"weekday",2,"40 to 64","1-2km","bicycle",1.79,0.162727272727273,0.583333333333333,1.13909090909091
"90513/1000",NA,90513,4272,"50-54 years","male",21,14991,"Work",184.872970581055,184.872970581055,"car",0.233333333333333,2.33,"weekday",1,"40 to 64","3-5km","car",2.33,0.233333333333333,1.63333333333333,1.63333333333333
"90513/1000",NA,90513,4272,"50-54 years","male",21,14992,"Work",184.872970581055,184.872970581055,"car",12.25,941.71,"weekday",2,"40 to 64",">10km","car",941.71,12.25,85.75,85.75
"90514/1000",NA,90514,4274,"70-74 years","male",21,14999,"Leisure",152.162673950195,152.162673950195,"bicycle",0.333333333333333,2.65,"weekday",1,"65 plus","3-5km","bicycle",2.65,0.333333333333333,2.33333333333333,2.33333333333333
"90514/1000",NA,90514,4274,"70-74 years","male",21,15000,"Leisure",152.162673950195,152.162673950195,"bicycle",0.35,2.65,"weekday",2,"65 plus","3-5km","bicycle",2.65,0.35,2.45,2.45
"90518/1002",NA,90518,4275,"25-29 years","male",21,15001,"Work",704.755065917969,704.755065917969,"car",1.25,51.39,"weekday",1,"20 to 39",">10km","car",51.39,1.25,8.75,8.75
"90518/1002",NA,90518,4275,"25-29 years","male",21,15002,"Work",704.755065917969,704.755065917969,"car",0.75,13.95,"weekday",2,"20 to 39",">10km","car",13.95,0.75,5.25,5.25
"90518/1002",NA,90518,4275,"25-29 years","male",21,15003,"Work",704.755065917969,704.755065917969,"car",1.16666666666667,39.08,"weekday",3,"20 to 39",">10km","car",39.08,1.16666666666667,8.16666666666667,8.16666666666667
"90522/1000",NA,90522,4276,"40-44 years","male",21,15004,"Other",554.12841796875,554.12841796875,"car",0.166666666666667,2.73,"weekday",1,"40 to 64","3-5km","car",2.73,0.166666666666667,1.16666666666667,1.16666666666667
"90522/1000",NA,90522,4276,"40-44 years","male",21,15005,"Work",554.12841796875,554.12841796875,"car",0.0166666666666667,0.86,"weekday",2,"40 to 64","<1km","walking",0.86,0.215,0.116666666666667,1.505
"90522/1000",NA,90522,4276,"40-44 years","male",21,15006,"Work",554.12841796875,554.12841796875,"public.transport",0.816666666666667,22.41,"weekday",2,"40 to 64",">10km","public.transport",22.41,0.816666666666667,5.71666666666667,5.71666666666667
"90522/1000",NA,90522,4276,"40-44 years","male",21,15007,"Work",554.12841796875,554.12841796875,"walking",0.05,0.37,"weekday",2,"40 to 64","<1km","walking",0.37,0.05,0.35,0.35
"90522/1000",NA,90522,4276,"40-44 years","male",21,15008,"Shopping",554.12841796875,554.12841796875,"walking",0.25,0.53,"weekday",3,"40 to 64","<1km","walking",0.53,0.25,1.75,1.75
"90522/1000",NA,90522,4276,"40-44 years","male",21,15009,"Work",554.12841796875,554.12841796875,"walking",0.15,0.53,"weekday",4,"40 to 64","<1km","walking",0.53,0.15,1.05,1.05
"90522/1000",NA,90522,4276,"40-44 years","male",21,15010,"Leisure",554.12841796875,554.12841796875,"walking",0.133333333333333,0.37,"weekday",5,"40 to 64","<1km","walking",0.37,0.133333333333333,0.933333333333333,0.933333333333333
"90522/1000",NA,90522,4276,"40-44 years","male",21,15011,"Leisure",554.12841796875,554.12841796875,"public.transport",0.766666666666667,22.41,"weekday",5,"40 to 64",">10km","public.transport",22.41,0.766666666666667,5.36666666666667,5.36666666666667
