"persid","hhid","age_band","age_group","age_group_2","sex","work_status","work_full","study_full","occupation_cat","industry_cat","TRAVYEAR","REGION","SA1_CODE_2021","participant_wt","ses","time_base_car","distance_base_car","time_base_walking","distance_base_walking","time_base_public.transport","distance_base_public.transport","time_base_other","distance_base_other","time_base_bicycle","distance_base_bicycle","time_scen_car","distance_scen_car","time_scen_walking","distance_scen_walking","time_scen_public.transport","distance_scen_public.transport","time_scen_other","distance_scen_other","time_scen_bicycle","distance_scen_bicycle","walk_base","walk_scen","walk_base_min"
"87560/1000",87560,"60-64 years",14,62,"female","employed","Yes",NA,"Professional","Education and Training",2021,"Greater Brisbane",31105132620,166.379119873047,2,2.91666666666667,9.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28090909090909,9.87,"No","No","No"
"87560/1001",87560,"60-64 years",14,62,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31105132620,144.323944091797,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87566/1000",87566,"55-59 years",13,57,"male","employed","Yes",NA,"Professional","Other Services",2021,"Greater Brisbane",31105132620,167.802215576172,2,4.66666666666667,34.61,0,0,0,0,0,0,0,0,4.66666666666667,34.61,0,0,0,0,0,0,0,0,"No","No","No"
"87567/1000",87567,"30-34 years",8,32,"male","employed","Yes",NA,"Clerical and Administrative Worker","Health Care and Social Assistance",2021,"Greater Brisbane",31105132620,139.366546630859,2,0,0,0,0,0,0,0,0,0.7,1.76,0,0,0,0,0,0,0,0,0.7,1.76,"No","No","No"
"87567/1001",87567,"25-29 years",7,27,"female","employed","No",NA,"Professional","Health Care and Social Assistance",2021,"Greater Brisbane",31105132620,178.791854858398,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87568/1000",87568,"35-39 years",9,37,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31105132620,315.360321044922,2,8.63333333333333,33.46,0,0,0,0,0,0,0,0,0,0,4.97,2.84,0,0,0,0,19.4854545454545,30.62,"No","Yes","No"
"87568/1001",87568,"40-44 years",10,42,"female","unemployed","No","Part time","Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31105132620,315.374176025391,2,1.75,2.84,0,0,0,0,0,0,0,0,0,0,4.97,2.84,0,0,0,0,0,0,"No","Yes","No"
"87568/1003",87568,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31105132620,317.808868408203,2,1.16666666666667,3.33,2.33333333333333,3.36,0,0,0,0,0,0,0,0,8.16083333333333,6.69,0,0,0,0,0,0,"Yes","Yes","Yes"
"87568/1004",87568,"15-19 years",5,17,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31105132620,282.893920898438,2,1.16666666666667,3.33,2.33333333333333,3.36,0,0,0,0,0,0,0,0,8.16083333333333,6.69,0,0,0,0,0,0,"Yes","Yes","Yes"
"87568/1007",87568,"90-94 years",19,92,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31105132620,153.592620849609,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87571/1000",87571,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31105132620,126.342613220215,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87572/1000",87572,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31105132620,204.986328125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87573/1000",87573,"60-64 years",14,62,"female","employed","Yes",NA,"Community and Personal Service Workers","Other Services",2021,"Greater Brisbane",31105132620,166.379119873047,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87573/1001",87573,"60-64 years",14,62,"male","employed","Yes",NA,"Managers","Other Services",2021,"Greater Brisbane",31105132620,144.323944091797,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87577/1000",87577,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31105132620,152.748306274414,2,0,0,10.5,4.02,0,0,0,0,0,0,0,0,10.5,4.02,0,0,0,0,0,0,"Yes","Yes","Yes"
"87579/1000",87579,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31105132620,148.091735839844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87579/1004",87579,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31105132620,123.979629516602,2,6.76666666666667,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9318181818182,18.75,"No","No","No"
"87580/1000",87580,"35-39 years",9,37,"female","employed","No",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2021,"Greater Brisbane",30101100615,107.431304931641,6,9.91666666666667,46.72,0,0,0,0,0,0,0,0,9.91666666666667,46.72,0,0,0,0,0,0,0,0,"No","No","No"
"87580/1001",87580,"40-44 years",10,42,"male","employed","Yes",NA,"Professional","Mining",2021,"Greater Brisbane",30101100615,127.498237609863,6,12.8333333333333,63.83,0,0,0,0,0,0,0,0,12.8333333333333,63.83,0,0,0,0,0,0,0,0,"No","No","No"
"87582/1000",87582,"80-84 years",18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100615,100.898826599121,6,5.83333333333333,17.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1618181818182,17.54,"No","No","No"
"87583/1000",87583,"25-29 years",7,27,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100615,131.627136230469,6,2.33333333333333,6.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99636363636364,6.28,"No","No","No"
"87583/1001",87583,"60-64 years",14,62,"male","employed","Yes",NA,"Professional","Agriculture, Forestry and Fishing",2021,"Greater Brisbane",30101100615,136.299453735352,6,17.5,144.28,0,0,0,0,0,0,0,0,17.5,144.28,0,0,0,0,0,0,0,0,"No","No","No"
"87583/1002",87583,"60-64 years",14,62,"female","employed","Yes",NA,"Professional","Retail Trade",2021,"Greater Brisbane",30101100615,126.074600219727,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87583/1003",87583,"25-29 years",7,27,"male","employed","Yes",NA,"Technicians and Trades Worker","Other Services",2021,"Greater Brisbane",30101100615,117.837989807129,6,4.66666666666667,28.91,0,0,0,0,0,0,0,0,4.66666666666667,28.91,0,0,0,0,0,0,0,0,"No","No","No"
"87584/1000",87584,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100615,94.8731231689453,6,4.31666666666667,6.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15545454545455,6.53,"No","No","No"
"87585/1000",87585,"50-54 years",12,52,"female","employed","No",NA,"Clerical and Administrative Worker","Administrative and Support Services",2021,"Greater Brisbane",30101100615,69.2914581298828,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87585/1001",87585,"55-59 years",13,57,"male","employed","No",NA,"Labourers","Construction",2021,"Greater Brisbane",30101100615,86.312614440918,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87586/1000",87586,"30-34 years",8,32,"male","employed","Yes",NA,"Professional","Manufacturing",2021,"Greater Brisbane",30101100615,94.9313201904297,6,8.75,43.74,0,0,0,0,0,0,0,0,8.75,43.74,0,0,0,0,0,0,0,0,"No","No","No"
"87586/1001",87586,"55-59 years",13,57,"female","employed","Yes",NA,"Managers","Health Care and Social Assistance",2021,"Greater Brisbane",30101100615,94.9781875610352,6,3.5,10.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98727272727273,10.98,"No","No","No"
"87593/1000",87593,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100615,74.8938827514648,6,0,0,3.5,2.06,0,0,0,0,0,0,0,0,3.5,2.06,0,0,0,0,0,0,"Yes","Yes","Yes"
"87593/1001",87593,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100615,76.3799514770508,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87594/1000",87594,"35-39 years",9,37,"female","employed","Yes",NA,"Clerical and Administrative Worker","Public Administration and Safety",2021,"Greater Brisbane",30101100615,69.9950256347656,6,5.25,42.66,0,0,0,0,0,0,0,0,4.08333333333333,38.87,0,0,0,0,0,0,2.41181818181818,3.79,"No","No","No"
"87594/1001",87594,"15-19 years",5,17,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100615,68.9941024780273,6,3.5,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84272727272727,7.61,"No","No","No"
"87595/1000",87595,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100615,86.5198974609375,6,3.5,9.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98818181818182,9.41,"No","No","No"
"87595/1001",87595,"65-69 years",15,67,"male","employed","Yes",NA,"Managers","Other Services",2021,"Greater Brisbane",30101100615,91.5599975585938,6,8.16666666666667,38.27,0,0,0,0,0,0,0,0,4.66666666666667,28.86,0,0,0,0,0,0,5.98818181818182,9.41,"No","No","No"
"87596/1000",87596,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100615,108.942321777344,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87597/1000",87597,"35-39 years",9,37,"male","employed","No",NA,"Technicians and Trades Worker","Manufacturing",2021,"Greater Brisbane",30101100615,102.222640991211,6,7.46666666666667,38.75,0,0,0,0,0,0,0,0,7,37.43,2.31,1.32,0,0,0,0,0,0,"No","Yes","No"
"87597/1001",87597,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100615,105.506164550781,6,2.33333333333333,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23636363636364,9.8,"No","No","No"
"87597/1002",87597,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100615,131.996810913086,6,4.08333333333333,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26363636363636,6.7,"No","No","No"
"87598/1000",87598,"60-64 years",14,62,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2021,"Greater Brisbane",30101100615,118.489356994629,6,9.91666666666667,50.17,0,0,0,0,0,0,0,0,9.91666666666667,50.17,0,0,0,0,0,0,0,0,"No","No","No"
"87599/1000",87599,"35-39 years",9,37,"female","employed","Yes",NA,"Professional","Education and Training",2021,"Greater Brisbane",30101100615,69.9950256347656,6,4.66666666666667,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84272727272727,7.61,"No","No","No"
"87599/1001",87599,"35-39 years",9,37,"male","employed","Yes",NA,"Professional","Education and Training",2021,"Greater Brisbane",30101100615,66.6014175415039,6,4.66666666666667,13.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.77545454545455,13.79,"No","No","No"
"87600/1000",87600,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100615,68.7407379150391,6,5.83333333333333,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1727272727273,20.7,"No","No","No"
"87600/1001",87600,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100615,81.3612976074219,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87602/1000",87602,"65-69 years",15,67,"female","employed","No",NA,"Managers","Health Care and Social Assistance",2021,"Greater Brisbane",30101100615,86.0002593994141,6,11.3166666666667,34.57,0,0,0,0,0,0,0,0,0,0,3.325,1.9,0,0,0,0,20.79,32.67,"No","Yes","No"
"87602/1001",87602,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100615,91.5599975585938,6,5.25,12.71,0,0,0,0,0,0,0,0,0,0,3.325,1.9,0,0,0,0,6.87909090909091,10.81,"No","Yes","No"
"87603/1000",87603,"60-64 years",14,62,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2021,"Greater Brisbane",30101100615,93.5367965698242,6,3.5,11.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38818181818182,11.61,"No","No","No"
"87603/1001",87603,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100615,86.0002593994141,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87604/1000",87604,"25-29 years",7,27,"female","employed","No","Full time","Sales Workers","Retail Trade",2021,"Greater Brisbane",30101100615,90.3303756713867,6,16.9166666666667,71.22,0,0,0,0,0,0,0,0,16.9166666666667,71.22,0,0,0,0,0,0,0,0,"No","No","No"
"87604/1001",87604,"20-24 years",6,22,"male","employed","Yes",NA,"Professional","Education and Training",2021,"Greater Brisbane",30101100615,117.237274169922,6,0.35,2.56,0,0,17.5,107.67,0,0,0,0,0,0,0,0,17.5,107.67,0,0,1.62909090909091,2.56,"No","No","No"
"87605/1000",87605,"30-34 years",8,32,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2021,"Greater Brisbane",30101100615,94.9313201904297,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87605/1001",87605,"25-29 years",7,27,"female","employed","No",NA,"Professional","Education and Training",2021,"Greater Brisbane",30101100615,90.3303756713867,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87606/1000",87606,"30-34 years",8,32,"male","employed","Yes",NA,"Labourers","Manufacturing",2021,"Greater Brisbane",30101100615,94.9313201904297,6,3.5,10.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98727272727273,10.98,"No","No","No"
"87606/1003",87606,"25-29 years",7,27,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100615,90.3303756713867,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87607/1000",87607,"50-54 years",12,52,"male","employed","Yes",NA,"Professional","Mining",2021,"Greater Brisbane",30101100615,111.144454956055,6,0,0,3.5,2.7,10.5,52.11,0,0,4.9,13.74,0,0,3.5,2.7,10.5,52.11,0,0,4.9,13.74,"Yes","Yes","Yes"
"87607/1001",87607,"50-54 years",12,52,"female","employed","No",NA,"Professional","Information Media and Telecommunications",2021,"Greater Brisbane",30101100615,100.969757080078,6,8.16666666666667,27.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3536363636364,27.27,"No","No","No"
"87607/1002",87607,"15-19 years",5,17,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100615,100.53645324707,6,0,0,0,0,0,0,0,0,2.33333333333333,3.24,0,0,0,0,0,0,0,0,2.33333333333333,3.24,"No","No","No"
"87608/1001",87608,"35-39 years",9,37,"female","employed","No",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2021,"Greater Brisbane",30101100615,136.559432983398,6,4.66666666666667,16.64,0,0,0,0,0,0,0,0,0,0,4.34,2.48,0,0,0,0,9.01090909090909,14.16,"No","Yes","No"
"87608/1004",87608,"35-39 years",9,37,"male","employed","Yes",NA,"Labourers","Construction",2021,"Greater Brisbane",30101100615,129.938522338867,6,10.5,53.56,0,0,0,0,0,0,0,0,10.5,53.56,0,0,0,0,0,0,0,0,"No","No","No"
"87701/1000",87701,"25-29 years",7,27,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2021,"Greater Brisbane",31301136327,564.866821289062,8,18.0833333333333,136.41,0,0,0,0,0,0,0,0,18.0833333333333,136.41,0,0,0,0,0,0,0,0,"No","No","No"
"87702/1000",87702,"60-64 years",14,62,"female","employed","Yes",NA,"Sales Workers","Retail Trade",2021,"Greater Brisbane",31301136327,156.893493652344,8,26.25,139.85,0,0,0,0,0,0,0,0,26.25,139.85,0,0,0,0,0,0,0,0,"No","No","No"
"87702/1001",87702,"60-64 years",14,62,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31301136327,143.074340820312,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87703/1000",87703,"45-49 years",11,47,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2021,"Greater Brisbane",31301136327,412.569610595703,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87703/1001",87703,"30-34 years",8,32,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31301136327,540.867980957031,8,4.9,37.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5836363636364,37.06,"No","No","No"
"87705/1000",87705,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31301136327,171.396911621094,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87705/1001",87705,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31301136327,152.162673950195,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87707/1000",87707,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31301136327,151.590209960938,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87707/1001",87707,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31301136327,158.535507202148,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87708/1000",87708,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31301136327,231.745056152344,8,3.15,10.82,0,0,0,0,0,0,0,0,0,0,1.085,0.62,0,0,0,0,6.49090909090909,10.2,"No","Yes","No"
"87709/1000",87709,"40-44 years",10,42,"female","employed","Yes",NA,"Professional","Education and Training",2021,"Greater Brisbane",31301136327,594.987426757812,8,13.0666666666667,74.36,0,0,0,0,0,0,0,0,11.9,67.1,0,0,0,0,0,0,4.62,7.26,"No","No","No"
"87709/1001",87709,"40-44 years",10,42,"male","employed","Yes",NA,"Technicians and Trades Worker","Manufacturing",2021,"Greater Brisbane",31301136327,500.453094482422,8,4.55,22.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5854545454545,22.92,"No","No","No"
"87709/1002",87709,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31301136327,431.189636230469,8,0,0,1.51666666666667,1.52,11.55,54.01,0,0,0,0,0,0,1.51666666666667,1.52,11.55,54.01,0,0,0,0,"Yes","Yes","No"
"87711/1000",87711,"90-94 years",19,92,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31301136327,409.778869628906,8,3.5,16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3409090909091,16.25,"No","No","No"
"87712/1000",87712,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31301136327,152.162673950195,8,42.5833333333333,361.63,0,0,0,0,0,0,0,0,40.25,351.59,0,0,0,0,0,0,6.38909090909091,10.04,"No","No","No"
"87712/1001",87712,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31301136327,158.535507202148,8,42.5833333333333,361.63,0,0,0,0,0,0,0,0,40.25,351.59,0,0,0,0,0,0,6.38909090909091,10.04,"No","No","No"
"87714/1000",87714,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31301136327,152.162673950195,8,12.8333333333333,107.45,3.26666666666667,1.98,0,0,0,0,0,0,10.5,98.03,3.26666666666667,1.98,0,0,0,0,5.99454545454546,9.42,"Yes","Yes","Yes"
"87714/1001",87714,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31301136327,181.604446411133,8,17.5,155.8,3.26666666666667,1.98,0,0,0,0,0,0,17.5,155.8,3.26666666666667,1.98,0,0,0,0,0,0,"Yes","Yes","Yes"
"87715/1000",87715,"60-64 years",14,62,"male","employed","Yes",NA,"Technicians and Trades Worker","Other Services",2021,"Greater Brisbane",31301136327,182.576873779297,8,8.75,31.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0645454545455,31.53,"No","No","No"
"87716/1000",87716,"60-64 years",14,62,"female","employed","No",NA,"Professional","Other Services",2021,"Greater Brisbane",31301136327,200.211456298828,8,12.8333333333333,83.22,0,0,0,0,0,0,0,0,12.8333333333333,83.22,0,0,0,0,0,0,0,0,"No","No","No"
"87717/1000",87717,"40-44 years",10,42,"female","employed","Yes",NA,NA,"Construction",2021,"Greater Brisbane",31301136327,336.650360107422,8,9.68333333333333,65.29,0,0,0,0,0,0,0,0,7,49.11,0,0,0,0,0,0,10.2963636363636,16.18,"No","No","No"
"87717/1001",87717,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31301136327,243.971801757812,8,0,0,6.06666666666667,8.42,2.33333333333333,8.26,0,0,0,0,0,0,6.06666666666667,8.42,2.33333333333333,8.26,0,0,0,0,"Yes","Yes","Yes"
"87720/1000",87720,"45-49 years",11,47,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31301136327,402.263244628906,8,21.5833333333333,107.3,0,0,0,0,0,0,0,0,21.5833333333333,107.3,0,0,0,0,0,0,0,0,"No","No","No"
"87720/1001",87720,"45-49 years",11,47,"male","employed","Yes",NA,"Managers","Transport, Postal and Warehousing",2021,"Greater Brisbane",31301136327,412.569610595703,8,4.66666666666667,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95272727272727,4.64,"No","No","No"
"87720/1002",87720,"15-19 years",5,17,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31301136327,424.069610595703,8,10.5,53.65,0,0,0,0,0,0,0,0,10.5,53.65,0,0,0,0,0,0,0,0,"No","No","No"
"87721/1000",87721,"60-64 years",14,62,"male","employed","Yes",NA,"Managers","Other Services",2021,"Greater Brisbane",31301136327,143.074340820312,8,1.86666666666667,16.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2009090909091,16.03,"No","No","No"
"87721/1001",87721,"55-59 years",13,57,"female","employed","No",NA,"Community and Personal Service Workers","Other Services",2021,"Greater Brisbane",31301136327,179.280990600586,8,1.86666666666667,16.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2009090909091,16.03,"No","No","No"
"87722/1000",87722,"50-54 years",12,52,"male","employed","Yes",NA,"Technicians and Trades Worker","Transport, Postal and Warehousing",2021,"Greater Brisbane",31301136327,184.872970581055,8,15.1666666666667,149.5,0,0,0,0,0,0,0,0,15.1666666666667,149.5,0,0,0,0,0,0,0,0,"No","No","No"
"87722/1001",87722,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31301136327,156.893493652344,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87723/1000",87723,"60-64 years",14,62,"female","employed","No",NA,"Sales Workers","Retail Trade",2021,"Greater Brisbane",31301136327,200.211456298828,8,1.16666666666667,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99090909090909,4.7,"No","No","No"
"87725/1000",87725,"60-64 years",14,62,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31301136327,182.576873779297,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87727/1000",87727,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31301136327,218.71923828125,8,4.08333333333333,26.82,1.16666666666667,1.46,0,0,0,0,0,0,2.91666666666667,22.17,1.16666666666667,1.46,0,0,0,0,2.95909090909091,4.65,"Yes","Yes","No"
"87728/1000",87728,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31301136327,241.350006103516,8,16.1,119.3,0,0,0,0,0,0,0,0,16.1,119.3,0,0,0,0,0,0,0,0,"No","No","No"
"87728/1001",87728,"55-59 years",13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31301136327,285.437072753906,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"87728/1002",87728,"15-19 years",5,17,"female","unemployed","No","Full time","Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31301136327,310.010620117188,8,8.75,59.65,2.8,0.96,17.15,107.58,0,0,0,0,8.75,59.65,2.8,0.96,17.15,107.58,0,0,0,0,"Yes","Yes","Yes"
"87730/1000",87730,"50-54 years",12,52,"female","unemployed","No","Part time","Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30401108401,545.808776855469,9,14,32.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.65,32.45,"No","No","No"
"87730/1001",87730,"50-54 years",12,52,"male","employed","Yes",NA,"Professional","Health Care and Social Assistance",2021,"Greater Brisbane",30401108401,549.466125488281,9,9.33333333333333,32.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9109090909091,32.86,"No","No","No"
"87730/1002",87730,"15-19 years",5,17,"male","unemployed","No","Full time","Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30401108401,609.817321777344,9,7,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1554545454545,17.53,"No","No","No"
"87731/1000",87731,"15-19 years",5,17,"female","employed","No","Full time","Labourers","Retail Trade",2021,"Greater Brisbane",30401108401,514.0546875,9,0,0,4.66666666666667,2.82,0,0,0,0,0,0,0,0,4.66666666666667,2.82,0,0,0,0,0,0,"Yes","Yes","Yes"
"87731/1001",87731,"55-59 years",13,57,"female","employed","Yes",NA,"Technicians and Trades Worker","Retail Trade",2021,"Greater Brisbane",30401108401,568.320922851562,9,1.16666666666667,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13636363636364,6.5,"No","No","No"
